seed,opp_type,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,opp_cash,opp_cows,opp_sheep,opp_quads,opp_workers,opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
100003,2,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,74300.0,74834.0,58322.0,74300.0,64168.0,74300.0,1,534.0
100003,3,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,74300.0,74834.0,58322.0,74300.0,64168.0,74300.0,1,534.0
100004,0,154.00,1394.00,5,2,10,10,2,8,6,21,1279.00,5,1,2,10,6,79642.0,66272.0,80476.0,79642.0,79642.0,79642.0,2,834.0
100004,1,154.00,1394.00,5,2,10,10,2,8,6,21,1279.00,5,1,2,10,6,79959.0,66435.0,80553.0,79959.0,79959.0,79959.0,2,594.0
100004,2,154.00,1382.00,5,2,10,10,2,8,6,21,1246.00,5,1,2,10,6,71388.0,66292.0,59867.0,71388.0,71388.0,71388.0,0,0.0
100004,3,154.00,1382.00,5,2,10,10,2,8,6,21,1246.00,5,1,2,10,6,71388.0,66292.0,59867.0,71388.0,71388.0,71388.0,0,0.0
100005,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,80144.0,72345.0,53008.0,80144.0,79646.0,80144.0,0,0.0
100005,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,82150.0,72601.0,53194.0,82150.0,81652.0,82150.0,0,0.0
100005,2,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,98963.0,72689.0,88069.0,98963.0,98466.0,98963.0,0,0.0
100005,3,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,82685.0,72689.0,53292.0,82685.0,82187.0,82685.0,0,0.0
100006,0,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,74750.0,79207.0,59807.0,74748.0,74750.0,74750.0,1,4457.0
100006,1,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,74900.0,79847.0,60021.0,74900.0,74898.0,74900.0,1,4947.0
100006,2,154.00,1463.00,5,2,10,10,2,8,6,21,1441.00,5,2,2,10,6,75092.0,65094.0,59700.0,75092.0,67680.0,75092.0,0,0.0
100006,3,154.00,1463.00,5,2,10,10,2,8,6,21,1441.00,5,2,2,10,6,75092.0,79841.0,59700.0,75092.0,67680.0,75092.0,1,4749.0
100007,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,95744.0,65767.0,80059.0,95744.0,106972.0,95744.0,4,11228.0
100007,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,99111.0,66135.0,82071.0,99111.0,108513.0,99111.0,4,9402.0
100007,2,187.00,1504.00,5,2,10,10,2,8,6,21,1483.00,5,2,2,10,6,99745.0,66387.0,82811.0,99745.0,108967.0,99745.0,4,9222.0
100007,3,187.00,1504.00,5,2,10,10,2,8,6,21,1483.00,5,2,2,10,6,99745.0,66387.0,82811.0,99745.0,108967.0,99745.0,4,9222.0
100008,0,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,70343.0,94308.0,48072.0,70343.0,91176.0,70343.0,1,23965.0
100008,1,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,71476.0,95761.0,48217.0,71476.0,93203.0,71476.0,1,24285.0
100008,2,187.00,1517.00,5,2,10,10,2,8,6,21,1495.00,5,2,2,10,6,102319.0,96238.0,82301.0,102319.0,108731.0,102319.0,4,6412.0
100008,3,187.00,1517.00,5,2,10,10,2,8,6,21,1495.00,5,2,2,10,6,71952.0,96238.0,48361.0,71952.0,93685.0,71952.0,1,24286.0
100009,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,43779.0,97216.0,78898.0,43779.0,43779.0,43779.0,1,53437.0
100009,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,43997.0,98967.0,78992.0,43997.0,43997.0,43997.0,1,54970.0
100009,2,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,56224.0,129056.0,54699.0,56224.0,56224.0,56224.0,1,72832.0
100009,3,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,56224.0,99354.0,54699.0,56224.0,56224.0,56224.0,1,43130.0
100010,0,154.00,1435.00,4,2,11,10,2,8,6,21,1554.00,5,2,2,10,6,79501.0,77333.0,64451.0,79501.0,79494.0,79501.0,0,0.0
100010,1,154.00,1435.00,4,2,11,10,2,8,6,21,1554.00,5,2,2,10,6,79624.0,77500.0,64578.0,79624.0,79617.0,79624.0,0,0.0
100010,2,154.00,1426.00,4,2,11,10,2,8,6,21,1522.00,5,2,2,10,6,79946.0,77907.0,64494.0,79946.0,78203.0,79946.0,0,0.0
100010,3,154.00,1426.00,4,2,11,10,2,8,6,21,1522.00,5,2,2,10,6,79946.0,77907.0,64494.0,79946.0,78203.0,79946.0,0,0.0
100011,0,206.00,1499.00,4,2,11,10,2,8,6,21,1612.00,5,2,2,10,6,83571.0,75281.0,83829.0,83582.0,83133.0,83571.0,2,258.0
100011,1,206.00,1499.00,4,2,11,10,2,8,6,21,1612.00,5,2,2,10,6,85816.0,75449.0,84222.0,85825.0,85379.0,85816.0,0,0.0
100011,2,206.00,1487.00,4,2,11,10,2,8,6,21,1579.00,5,2,2,10,6,87577.0,75613.0,63518.0,87577.0,87128.0,87577.0,0,0.0
100011,3,206.00,1487.00,4,2,11,10,2,8,6,21,1579.00,5,2,2,10,6,86696.0,75613.0,84843.0,86686.0,86223.0,86696.0,0,0.0
100012,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,107099.0,66349.0,120692.0,107099.0,106601.0,107099.0,2,13593.0
100012,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,108001.0,68218.0,122350.0,108001.0,107503.0,108001.0,2,14349.0
100012,2,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,113069.0,83227.0,124193.0,113069.0,112569.0,113069.0,2,11124.0
100012,3,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,108712.0,68760.0,123118.0,108712.0,108214.0,108712.0,2,14406.0
100013,0,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,75679.0,76251.0,77567.0,75679.0,75679.0,75679.0,2,1888.0
100013,1,154.00,1560.00,5,2,10,10,2,8,6,21,1560.00,5,2,2,10,6,75793.0,76965.0,77682.0,75793.0,75793.0,75793.0,2,1889.0
100013,2,154.00,1549.00,5,2,10,10,2,8,6,21,1527.00,5,2,2,10,6,75980.0,77770.0,77780.0,75980.0,75980.0,75980.0,1,1790.0
100013,3,154.00,1549.00,5,2,10,10,2,8,6,21,1527.00,5,2,2,10,6,75980.0,76688.0,77780.0,75980.0,75980.0,75980.0,2,1800.0
100014,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,96025.0,95496.0,83207.0,96025.0,95526.0,96025.0,0,0.0
100014,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,96894.0,96365.0,85225.0,96894.0,96395.0,96894.0,0,0.0
100014,2,206.00,1598.00,5,2,10,10,2,8,6,21,1577.00,5,2,2,10,6,89310.0,111112.0,85375.0,89310.0,88812.0,89310.0,1,21802.0
100014,3,206.00,1598.00,5,2,10,10,2,8,6,21,1577.00,5,2,2,10,6,97054.0,96539.0,85936.0,97054.0,96555.0,97054.0,0,0.0
100015,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,94652.0,65834.0,64229.0,94652.0,92526.0,94652.0,0,0.0
100015,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,96773.0,65995.0,64486.0,96773.0,94301.0,96773.0,0,0.0
100015,2,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,97682.0,65812.0,78620.0,97682.0,121296.0,97682.0,4,23614.0
100015,3,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,96841.0,65812.0,64340.0,96841.0,94440.0,96841.0,0,0.0
100016,0,187.00,1513.00,5,2,10,10,2,8,6,21,1398.00,5,1,2,10,6,65288.0,71436.0,61636.0,65288.0,72567.0,65288.0,4,7279.0
100016,1,187.00,1513.00,5,2,10,10,2,8,6,21,1398.00,5,1,2,10,6,65792.0,71710.0,62038.0,65792.0,74276.0,65792.0,4,8484.0
100016,2,187.00,1502.00,5,2,10,10,2,8,6,21,1361.00,5,1,2,10,6,66976.0,71846.0,62177.0,66976.0,84131.0,66976.0,4,17155.0
100016,3,187.00,1502.00,5,2,10,10,2,8,6,21,1361.00,5,1,2,10,6,66976.0,71846.0,62177.0,66976.0,84131.0,66976.0,4,17155.0
100017,0,154.00,1394.00,5,2,10,10,2,8,6,20,1394.00,5,2,2,10,6,74757.0,95045.0,73761.0,74757.0,74757.0,74757.0,1,20288.0
100017,1,154.00,1394.00,5,2,10,10,2,8,6,20,1394.00,5,2,2,10,6,75090.0,97304.0,74046.0,75090.0,75090.0,75090.0,1,22214.0
100017,2,154.00,1383.00,5,2,10,10,2,8,6,20,1363.00,5,2,2,10,6,76131.0,97637.0,44744.0,76131.0,76131.0,76131.0,1,21506.0
100017,3,154.00,1383.00,5,2,10,10,2,8,6,20,1363.00,5,2,2,10,6,76131.0,97637.0,44744.0,76131.0,76131.0,76131.0,1,21506.0
100018,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,33481.0,33536.0,29498.0,33481.0,29277.0,33481.0,1,55.0
100018,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,33822.0,33880.0,29628.0,33822.0,29584.0,33822.0,1,58.0
100018,2,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,33660.0,33814.0,29441.0,33660.0,27245.0,33660.0,1,154.0
100018,3,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,33660.0,33785.0,29441.0,33660.0,27245.0,33660.0,1,125.0
100019,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,71042.0,124899.0,84393.0,71042.0,71042.0,71042.0,1,53857.0
100019,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,71168.0,125688.0,85297.0,71168.0,71168.0,71168.0,1,54520.0
100019,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,71648.0,130579.0,71060.0,71648.0,71648.0,71648.0,1,58931.0
100019,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,71648.0,125853.0,71060.0,71648.0,71648.0,71648.0,1,54205.0
100020,0,187.00,1518.00,5,2,10,10,2,8,6,21,1405.00,4,2,2,10,6,126028.0,56686.0,133935.0,126028.0,130330.0,126028.0,2,7907.0
100020,1,187.00,1518.00,5,2,10,10,2,8,6,21,1405.00,4,2,2,10,6,127637.0,56776.0,135126.0,127637.0,132966.0,127637.0,2,7489.0
100020,2,187.00,1506.00,5,2,10,10,2,8,6,21,1372.00,4,2,2,10,6,128665.0,57920.0,135506.0,128665.0,133619.0,128665.0,2,6841.0
100020,3,187.00,1506.00,5,2,10,10,2,8,6,21,1372.00,4,2,2,10,6,128665.0,57920.0,135506.0,128665.0,133619.0,128665.0,2,6841.0
100021,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,66364.0,50138.0,89123.0,66364.0,66364.0,66364.0,2,22759.0
100021,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,66595.0,50393.0,89965.0,66595.0,66595.0,66595.0,2,23370.0
100021,2,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,66700.0,49753.0,90647.0,66700.0,66700.0,66700.0,2,23947.0
100021,3,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,66700.0,49753.0,90647.0,66700.0,66700.0,66700.0,2,23947.0
100022,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,40637.0,76779.0,31134.0,40637.0,40637.0,40637.0,1,36142.0
100022,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,40751.0,76948.0,31349.0,40751.0,40751.0,40751.0,1,36197.0
100022,2,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,43256.0,77176.0,43612.0,43256.0,43256.0,43256.0,1,33920.0
100022,3,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,43256.0,77176.0,43612.0,43256.0,43256.0,43256.0,1,33920.0
100023,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,42423.0,58407.0,55814.0,42423.0,41925.0,42423.0,1,15984.0
100023,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,43029.0,60157.0,57256.0,43029.0,42531.0,43029.0,1,17128.0
100023,2,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,56208.0,60644.0,58044.0,56208.0,55711.0,56208.0,1,4436.0
100023,3,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,43165.0,60644.0,57144.0,43165.0,42667.0,43165.0,1,17479.0
100024,0,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,115064.0,76418.0,80852.0,115064.0,114566.0,115064.0,0,0.0
100024,1,206.00,1613.00,5,2,10,10,2,8,6,21,1613.00,5,2,2,10,6,116404.0,76739.0,81928.0,116404.0,115906.0,116404.0,0,0.0
100024,2,206.00,1602.00,5,2,10,10,2,8,6,21,1582.00,5,2,2,10,6,123215.0,76797.0,125525.0,123215.0,122717.0,123215.0,2,2310.0
100024,3,206.00,1602.00,5,2,10,10,2,8,6,21,1582.00,5,2,2,10,6,116849.0,76797.0,117317.0,116849.0,116351.0,116849.0,2,468.0
100025,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,75610.0,79535.0,77315.0,75610.0,75853.0,75610.0,1,3925.0
100025,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,75765.0,79999.0,77412.0,75765.0,76008.0,75765.0,1,4234.0
100025,2,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,75889.0,80082.0,77577.0,75889.0,76139.0,75889.0,1,4193.0
100025,3,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,75889.0,80106.0,77577.0,75889.0,76139.0,75889.0,1,4217.0
100026,0,206.00,1493.00,4,2,11,10,2,8,6,21,1606.00,5,2,2,10,6,82606.0,103787.0,100641.0,82606.0,82233.0,82606.0,1,21181.0
100026,1,206.00,1493.00,4,2,11,10,2,8,6,21,1606.00,5,2,2,10,6,83937.0,105399.0,101321.0,83944.0,83567.0,83937.0,1,21462.0
100026,2,206.00,1484.00,4,2,11,10,2,8,6,21,1567.00,5,2,2,10,6,110058.0,135433.0,82436.0,110059.0,109586.0,110058.0,1,25375.0
100026,3,206.00,1484.00,4,2,11,10,2,8,6,21,1567.00,5,2,2,10,6,84480.0,106258.0,81210.0,84480.0,84024.0,84480.0,1,21778.0
100027,0,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,62988.0,70422.0,84493.0,62988.0,86927.0,62988.0,4,23939.0
100027,1,187.00,1516.00,5,2,10,10,2,8,6,21,1516.00,5,2,2,10,6,63617.0,70919.0,85730.0,63617.0,88106.0,63617.0,4,24489.0
100027,2,187.00,1504.00,5,2,10,10,2,8,6,21,1483.00,5,2,2,10,6,63777.0,85820.0,85973.0,63777.0,88715.0,63777.0,4,24938.0
100027,3,187.00,1504.00,5,2,10,10,2,8,6,21,1483.00,5,2,2,10,6,63777.0,70846.0,85973.0,63777.0,88715.0,63777.0,4,24938.0
100028,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,83659.0,71718.0,82166.0,83659.0,100195.0,83659.0,4,16536.0
100028,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,85002.0,73091.0,83045.0,85002.0,101400.0,85002.0,4,16398.0
100028,2,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,85298.0,111074.0,83265.0,85298.0,112036.0,85298.0,4,26738.0
100028,3,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,85298.0,73533.0,83265.0,85298.0,112036.0,85298.0,4,26738.0
100029,0,154.00,1398.00,5,2,10,10,2,8,6,21,1279.00,5,1,2,10,6,39993.0,30495.0,39036.0,39993.0,39993.0,39993.0,0,0.0
100029,1,154.00,1398.00,5,2,10,10,2,8,6,21,1279.00,5,1,2,10,6,40110.0,30692.0,39216.0,40110.0,40110.0,40110.0,0,0.0
100029,2,154.00,1386.00,5,2,10,10,2,8,6,21,1250.00,5,1,2,10,6,48121.0,54154.0,63790.0,48121.0,48121.0,48121.0,2,15669.0
100029,3,154.00,1386.00,5,2,10,10,2,8,6,21,1250.00,5,1,2,10,6,48121.0,54154.0,63790.0,48121.0,48121.0,48121.0,2,15669.0
100030,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,79462.0,28732.0,72967.0,79462.0,70251.0,79462.0,0,0.0
100030,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,81108.0,28931.0,74243.0,81108.0,70868.0,81108.0,0,0.0
100030,2,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,82538.0,28727.0,96270.0,82538.0,76891.0,82538.0,2,13732.0
100030,3,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,81526.0,28727.0,74349.0,81526.0,70753.0,81526.0,0,0.0
100031,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,67628.0,72950.0,73884.0,67666.0,67167.0,67628.0,2,6256.0
100031,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,68123.0,73396.0,74321.0,68123.0,67627.0,68123.0,2,6198.0
100031,2,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,68472.0,73607.0,75096.0,68472.0,67163.0,68472.0,2,6624.0
100031,3,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,67622.0,73607.0,74273.0,67622.0,67393.0,67622.0,2,6651.0
100032,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,53350.0,64216.0,41034.0,53350.0,53350.0,53350.0,1,10866.0
100032,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,53496.0,64451.0,41202.0,53496.0,53496.0,53496.0,1,10955.0
100032,2,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,64263.0,64266.0,47353.0,64263.0,64263.0,64263.0,0,0.0
100032,3,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,64263.0,64266.0,47353.0,64263.0,64263.0,64263.0,0,0.0
100033,0,187.00,1523.00,5,2,10,10,2,8,6,21,1404.00,5,1,2,10,6,47249.0,49844.0,93492.0,47249.0,44963.0,47249.0,2,46243.0
100033,1,187.00,1523.00,5,2,10,10,2,8,6,21,1404.00,5,1,2,10,6,47486.0,50263.0,96017.0,47486.0,45286.0,47486.0,2,48531.0
100033,2,187.00,1511.00,5,2,10,10,2,8,6,21,1375.00,5,1,2,10,6,47408.0,85791.0,65338.0,47408.0,61734.0,47408.0,1,38383.0
100033,3,187.00,1511.00,5,2,10,10,2,8,6,21,1375.00,5,1,2,10,6,47408.0,50426.0,65338.0,47408.0,61734.0,47408.0,2,17930.0
100034,0,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,86078.0,85574.0,95554.0,86078.0,85580.0,86078.0,2,9476.0
100034,1,216.00,1662.00,5,2,10,10,2,8,6,21,1662.00,5,2,2,10,6,87717.0,87213.0,97004.0,87717.0,87219.0,87717.0,2,9287.0
100034,2,216.00,1650.00,5,2,10,10,2,8,6,21,1629.00,5,2,2,10,6,104456.0,103934.0,97327.0,104456.0,103955.0,104456.0,0,0.0
100034,3,216.00,1650.00,5,2,10,10,2,8,6,21,1629.00,5,2,2,10,6,88587.0,88091.0,97286.0,88587.0,88089.0,88587.0,2,8699.0
100035,0,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,71967.0,74357.0,52009.0,71967.0,71967.0,71967.0,1,2390.0
100035,1,154.00,1474.00,5,2,10,10,2,8,6,21,1474.00,5,2,2,10,6,72095.0,74581.0,52116.0,72095.0,72095.0,72095.0,1,2486.0
100035,2,154.00,1463.00,5,2,10,10,2,8,6,21,1441.00,5,2,2,10,6,72173.0,74906.0,66652.0,72173.0,75310.0,72173.0,4,3137.0
100035,3,154.00,1463.00,5,2,10,10,2,8,6,21,1441.00,5,2,2,10,6,72173.0,74906.0,66652.0,72173.0,75310.0,72173.0,4,3137.0
100036,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,48047.0,39012.0,54321.0,48047.0,48047.0,48047.0,2,6274.0
100036,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,48200.0,39128.0,54401.0,48200.0,48200.0,48200.0,2,6201.0
100036,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,48641.0,39139.0,62670.0,48641.0,48641.0,48641.0,2,14029.0
100036,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,48641.0,39139.0,62670.0,48641.0,48641.0,48641.0,2,14029.0
100037,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,93046.0,80906.0,106611.0,93046.0,92545.0,93046.0,2,13565.0
100037,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,93719.0,81553.0,107398.0,93719.0,93218.0,93719.0,2,13679.0
100037,2,216.00,1645.00,5,2,10,10,2,8,6,21,1616.00,5,2,2,10,6,101317.0,80598.0,93388.0,101317.0,100816.0,101317.0,0,0.0
100037,3,216.00,1645.00,5,2,10,10,2,8,6,21,1616.00,5,2,2,10,6,94112.0,81498.0,107597.0,94112.0,93611.0,94112.0,2,13485.0
100038,0,216.00,1668.00,5,2,10,10,2,8,6,21,1551.00,4,2,2,10,6,102050.0,65727.0,105223.0,102029.0,101552.0,102050.0,2,3173.0
100038,1,216.00,1668.00,5,2,10,10,2,8,6,21,1551.00,4,2,2,10,6,102512.0,65924.0,106543.0,102512.0,102014.0,102512.0,2,4031.0
100038,2,216.00,1656.00,5,2,10,10,2,8,6,21,1522.00,4,2,2,10,6,104633.0,77287.0,96085.0,104633.0,104134.0,104633.0,0,0.0
100038,3,216.00,1656.00,5,2,10,10,2,8,6,21,1522.00,4,2,2,10,6,102866.0,77287.0,111369.0,102866.0,102368.0,102866.0,2,8503.0
100039,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,80059.0,80778.0,83665.0,80059.0,80059.0,80059.0,2,3606.0
100039,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,80155.0,80895.0,84521.0,80155.0,80155.0,80155.0,2,4366.0
100039,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,80859.0,81043.0,95269.0,80859.0,80859.0,80859.0,2,14410.0
100039,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,80859.0,81043.0,95269.0,80859.0,80859.0,80859.0,2,14410.0
100040,0,216.00,1551.00,4,2,11,10,2,8,6,21,1668.00,5,2,2,10,6,98695.0,43240.0,103341.0,98699.0,98155.0,98695.0,2,4646.0
100040,1,216.00,1551.00,4,2,11,10,2,8,6,21,1668.00,5,2,2,10,6,100047.0,43540.0,104119.0,100040.0,99503.0,100047.0,2,4072.0
100040,2,216.00,1541.00,4,2,11,10,2,8,6,21,1637.00,5,2,2,10,6,105795.0,43503.0,93752.0,105795.0,105255.0,105795.0,0,0.0
100040,3,216.00,1541.00,4,2,11,10,2,8,6,21,1637.00,5,2,2,10,6,100647.0,43503.0,104230.0,100647.0,100102.0,100647.0,2,3583.0
100041,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,61136.0,74377.0,48269.0,61136.0,61136.0,61136.0,1,13241.0
100041,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,61263.0,74502.0,48344.0,61263.0,61263.0,61263.0,1,13239.0
100041,2,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,62107.0,74466.0,38987.0,62107.0,62107.0,62107.0,1,12359.0
100041,3,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,62107.0,74466.0,38987.0,62107.0,62107.0,62107.0,1,12359.0
