seed,opp_type,p_milk,cash,cows,sheep,shed_wheat,hands,quads,day,unwatered,mature,opp_cash,opp_cows,opp_sheep,opp_quads,opp_workers,opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
150006,2,206.00,1602.00,5,2,10,10,2,8,6,21,1582.00,5,2,2,10,6,115372.0,75087.0,126622.0,115372.0,114871.0,115372.0,2,11250.0
150006,3,206.00,1602.00,5,2,10,10,2,8,6,21,1582.00,5,2,2,10,6,129101.0,75087.0,121870.0,129101.0,128600.0,129101.0,0,0.0
150007,0,187.00,1552.00,5,1,11,10,2,8,6,21,1671.00,5,2,2,10,6,106857.0,56526.0,86740.0,106857.0,105294.0,106857.0,0,0.0
150007,1,187.00,1552.00,5,1,11,10,2,8,6,21,1671.00,5,2,2,10,6,107594.0,56566.0,88079.0,107594.0,106143.0,107594.0,0,0.0
150007,2,187.00,1542.00,5,1,11,10,2,8,6,21,1640.00,5,2,2,10,6,101834.0,56368.0,82691.0,101834.0,114546.0,101834.0,4,12712.0
150007,3,187.00,1542.00,5,1,11,10,2,8,6,21,1640.00,5,2,2,10,6,107868.0,56368.0,88447.0,107868.0,106409.0,107868.0,0,0.0
150008,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,83652.0,93882.0,88887.0,83652.0,83151.0,83652.0,1,10230.0
150008,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,85266.0,94554.0,89852.0,85266.0,84765.0,85266.0,1,9288.0
150008,2,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,119825.0,95143.0,95842.0,119825.0,119327.0,119825.0,0,0.0
150008,3,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,85693.0,95143.0,90276.0,85693.0,85192.0,85693.0,1,9450.0
150009,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,75718.0,84427.0,98309.0,75718.0,75711.0,75718.0,2,22591.0
150009,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,75877.0,85102.0,99475.0,75877.0,75870.0,75877.0,2,23598.0
150009,2,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,75921.0,75896.0,99645.0,75921.0,76181.0,75921.0,2,23724.0
150009,3,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,75921.0,75896.0,99645.0,75921.0,76181.0,75921.0,2,23724.0
150010,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,67005.0,126254.0,72113.0,67005.0,67005.0,67005.0,1,59249.0
150010,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,67633.0,126986.0,72213.0,67633.0,67633.0,67633.0,1,59353.0
150010,2,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,64784.0,127164.0,70162.0,64784.0,64784.0,64784.0,1,62380.0
150010,3,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,64784.0,127137.0,70162.0,64784.0,64784.0,64784.0,1,62353.0
150011,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,61369.0,90386.0,78423.0,61369.0,41923.0,61369.0,1,29017.0
150011,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,61658.0,90675.0,79196.0,61658.0,42219.0,61658.0,1,29017.0
150011,2,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,61592.0,80281.0,39512.0,61592.0,42175.0,61592.0,1,18689.0
150011,3,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,61592.0,90662.0,39512.0,61592.0,42175.0,61592.0,1,29070.0
150012,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,70894.0,111900.0,58455.0,70894.0,70894.0,70894.0,1,41006.0
150012,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,71143.0,112807.0,58627.0,71143.0,71143.0,71143.0,1,41664.0
150012,2,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,71417.0,113571.0,58508.0,71417.0,71417.0,71417.0,1,42154.0
150012,3,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,71417.0,113531.0,58508.0,71417.0,71417.0,71417.0,1,42114.0
150013,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,108827.0,83027.0,101080.0,108827.0,108326.0,108827.0,0,0.0
150013,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,109849.0,83716.0,101824.0,109849.0,109348.0,109849.0,0,0.0
150013,2,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,110631.0,90536.0,105804.0,110631.0,110130.0,110631.0,0,0.0
150013,3,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,110834.0,84619.0,105779.0,110834.0,110333.0,110834.0,0,0.0
150014,0,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,39793.0,35009.0,51392.0,39793.0,39295.0,39793.0,2,11599.0
150014,1,206.00,1610.00,5,2,10,10,2,8,6,21,1610.00,5,2,2,10,6,40076.0,35450.0,51893.0,40076.0,39578.0,40076.0,2,11817.0
150014,2,206.00,1598.00,5,2,10,10,2,8,6,21,1577.00,5,2,2,10,6,59224.0,36231.0,56951.0,59224.0,58727.0,59224.0,0,0.0
150014,3,206.00,1598.00,5,2,10,10,2,8,6,21,1577.00,5,2,2,10,6,40017.0,35400.0,52182.0,40017.0,39519.0,40017.0,2,12165.0
150015,0,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,80265.0,53363.0,94157.0,80265.0,79764.0,80265.0,2,13892.0
150015,1,206.00,1693.00,5,2,10,10,2,8,6,21,1693.00,5,2,2,10,6,80692.0,53403.0,95511.0,80692.0,80191.0,80692.0,2,14819.0
150015,2,206.00,1682.00,5,2,10,10,2,8,6,21,1660.00,5,2,2,10,6,71398.0,53510.0,87072.0,71398.0,70900.0,71398.0,2,15674.0
150015,3,206.00,1682.00,5,2,10,10,2,8,6,21,1660.00,5,2,2,10,6,80864.0,53510.0,95970.0,80864.0,80363.0,80864.0,2,15106.0
150016,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,69099.0,91776.0,57698.0,69099.0,69099.0,69099.0,1,22677.0
150016,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,69802.0,91889.0,57770.0,69802.0,69802.0,69802.0,1,22087.0
150016,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,70000.0,92129.0,44964.0,70000.0,70000.0,70000.0,1,22129.0
150016,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,70000.0,92129.0,44964.0,70000.0,70000.0,70000.0,1,22129.0
150017,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,45915.0,95517.0,53177.0,45915.0,45915.0,45915.0,1,49602.0
150017,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,46030.0,95802.0,53252.0,46030.0,46030.0,46030.0,1,49772.0
150017,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,46090.0,86556.0,61328.0,46090.0,46090.0,46090.0,1,40466.0
150017,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,46090.0,96136.0,61328.0,46090.0,46090.0,46090.0,1,50046.0
150018,0,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,71640.0,71139.0,70956.0,71640.0,71640.0,71640.0,0,0.0
150018,1,154.00,1551.00,5,2,10,10,2,8,6,21,1551.00,5,2,2,10,6,71899.0,71398.0,71047.0,71899.0,71899.0,71899.0,0,0.0
150018,2,154.00,1540.00,5,2,10,10,2,8,6,21,1518.00,5,2,2,10,6,71980.0,71485.0,71058.0,71980.0,71980.0,71980.0,0,0.0
150018,3,154.00,1540.00,5,2,10,10,2,8,6,21,1518.00,5,2,2,10,6,71980.0,71485.0,71058.0,71980.0,71980.0,71980.0,0,0.0
150019,0,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,64327.0,68166.0,67926.0,64327.0,82281.0,64327.0,4,17954.0
150019,1,187.00,1528.00,5,2,10,10,2,8,6,21,1528.00,5,2,2,10,6,64696.0,69106.0,68060.0,64696.0,84422.0,64696.0,4,19726.0
150019,2,187.00,1517.00,5,2,10,10,2,8,6,21,1495.00,5,2,2,10,6,66253.0,69299.0,68794.0,66253.0,86037.0,66253.0,4,19784.0
150019,3,187.00,1517.00,5,2,10,10,2,8,6,21,1495.00,5,2,2,10,6,64952.0,69299.0,67948.0,64952.0,84891.0,64952.0,4,19939.0
150020,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,57251.0,62097.0,50542.0,57251.0,57460.0,57251.0,1,4846.0
150020,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,57534.0,62297.0,50651.0,57534.0,57742.0,57534.0,1,4763.0
150020,2,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,57514.0,76765.0,50314.0,57514.0,57730.0,57514.0,1,19251.0
150020,3,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,57514.0,62011.0,50314.0,57514.0,57730.0,57514.0,1,4497.0
150021,0,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,107532.0,107028.0,112817.0,107532.0,107033.0,107532.0,2,5285.0
150021,1,216.00,1655.00,5,2,10,10,2,8,6,21,1655.00,5,2,2,10,6,108031.0,107527.0,113550.0,108031.0,107532.0,108031.0,2,5519.0
150021,2,216.00,1645.00,5,2,10,10,2,8,6,21,1616.00,5,2,2,10,6,119409.0,118887.0,99372.0,119409.0,118908.0,119409.0,0,0.0
150021,3,216.00,1645.00,5,2,10,10,2,8,6,21,1616.00,5,2,2,10,6,108728.0,108232.0,113781.0,108728.0,108229.0,108728.0,2,5053.0
150022,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,55491.0,65403.0,58257.0,55491.0,55491.0,55491.0,1,9912.0
150022,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,55589.0,65876.0,58718.0,55589.0,55589.0,55589.0,1,10287.0
150022,2,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,55754.0,118441.0,70832.0,55754.0,55754.0,55754.0,1,62687.0
150022,3,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,55754.0,66252.0,70832.0,55754.0,55754.0,55754.0,2,15078.0
150023,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,69428.0,60268.0,52905.0,69428.0,69428.0,69428.0,0,0.0
150023,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,69539.0,60421.0,53011.0,69539.0,69539.0,69539.0,0,0.0
150023,2,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,69099.0,60133.0,52728.0,69099.0,69099.0,69099.0,0,0.0
150023,3,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,69099.0,60133.0,52728.0,69099.0,69099.0,69099.0,0,0.0
150024,0,187.00,1399.00,4,2,11,10,2,8,6,21,1512.00,5,2,2,10,6,33563.0,33035.0,66568.0,33563.0,33563.0,33563.0,2,33005.0
150024,1,187.00,1399.00,4,2,11,10,2,8,6,21,1512.00,5,2,2,10,6,33804.0,33295.0,66680.0,33804.0,33804.0,33804.0,2,32876.0
150024,2,187.00,1390.00,4,2,11,10,2,8,6,21,1473.00,5,2,2,10,6,33673.0,33163.0,84108.0,33673.0,33647.0,33673.0,2,50435.0
150024,3,187.00,1390.00,4,2,11,10,2,8,6,21,1473.00,5,2,2,10,6,33647.0,33128.0,84108.0,33673.0,33647.0,33647.0,2,50461.0
150025,0,154.00,1472.00,5,2,10,10,2,8,6,21,1410.00,4,2,2,10,6,55452.0,46366.0,61031.0,55452.0,55452.0,55452.0,2,5579.0
150025,1,154.00,1472.00,5,2,10,10,2,8,6,21,1410.00,4,2,2,10,6,55497.0,46527.0,61243.0,55497.0,55497.0,55497.0,2,5746.0
150025,2,154.00,1461.00,5,2,10,10,2,8,6,21,1377.00,4,2,2,10,6,55604.0,47975.0,53831.0,55604.0,55333.0,55604.0,0,0.0
150025,3,154.00,1461.00,5,2,10,10,2,8,6,21,1377.00,4,2,2,10,6,55604.0,47975.0,53831.0,55604.0,55333.0,55604.0,0,0.0
150026,0,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,69236.0,71162.0,75671.0,69236.0,69236.0,69236.0,2,6435.0
150026,1,154.00,1542.00,5,2,10,10,2,8,6,21,1542.00,5,2,2,10,6,69333.0,71268.0,75771.0,69333.0,69333.0,69333.0,2,6438.0
150026,2,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,69133.0,71247.0,75795.0,69133.0,69133.0,69133.0,2,6662.0
150026,3,154.00,1531.00,5,2,10,10,2,8,6,21,1511.00,5,2,2,10,6,69133.0,71247.0,75795.0,69133.0,69133.0,69133.0,2,6662.0
150027,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,103180.0,90714.0,101204.0,103180.0,103180.0,103180.0,0,0.0
150027,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,103549.0,91026.0,101500.0,103549.0,103549.0,103549.0,0,0.0
150027,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,103797.0,91160.0,101586.0,103797.0,103797.0,103797.0,0,0.0
150027,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,103797.0,91186.0,101586.0,103797.0,103797.0,103797.0,0,0.0
150028,0,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,81947.0,107198.0,88113.0,81947.0,81446.0,81947.0,1,25251.0
150028,1,206.00,1603.00,5,2,10,10,2,8,6,21,1603.00,5,2,2,10,6,82650.0,109046.0,88584.0,82650.0,82149.0,82650.0,1,26396.0
150028,2,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,80486.0,109264.0,104237.0,80486.0,79989.0,80486.0,1,28778.0
150028,3,206.00,1593.00,5,2,10,10,2,8,6,21,1564.00,5,2,2,10,6,82892.0,109406.0,89209.0,82892.0,82391.0,82892.0,1,26514.0
150029,0,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,78491.0,65196.0,85058.0,78491.0,84640.0,78491.0,2,6567.0
150029,1,187.00,1509.00,5,2,10,10,2,8,6,21,1509.00,5,2,2,10,6,79275.0,65560.0,85508.0,79275.0,85593.0,79275.0,4,6318.0
150029,2,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,79332.0,65074.0,85608.0,79367.0,101613.0,79332.0,4,22281.0
150029,3,187.00,1499.00,5,2,10,10,2,8,6,21,1470.00,5,2,2,10,6,79332.0,65074.0,85585.0,79332.0,101613.0,79332.0,4,22281.0
150030,0,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,98637.0,73690.0,85766.0,98637.0,98852.0,98637.0,4,215.0
150030,1,154.00,1462.00,5,2,10,10,2,8,6,21,1462.00,5,2,2,10,6,99505.0,74070.0,85854.0,99505.0,99724.0,99505.0,4,219.0
150030,2,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,99932.0,74145.0,85879.0,99932.0,100158.0,99932.0,4,226.0
150030,3,154.00,1450.00,5,2,10,10,2,8,6,21,1429.00,5,2,2,10,6,99932.0,74145.0,85879.0,99932.0,100158.0,99932.0,4,226.0
150031,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,62096.0,65188.0,68892.0,62096.0,62096.0,62096.0,2,6796.0
150031,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,63147.0,65739.0,69190.0,63147.0,63147.0,63147.0,2,6043.0
150031,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,65237.0,65871.0,71455.0,65237.0,65237.0,65237.0,2,6218.0
150031,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,65237.0,65871.0,71455.0,65237.0,65237.0,65237.0,2,6218.0
150032,0,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,60910.0,74906.0,90895.0,60910.0,60910.0,60910.0,2,29985.0
150032,1,154.00,1394.00,5,2,10,10,2,8,6,21,1394.00,5,2,2,10,6,61416.0,76906.0,92641.0,61416.0,61416.0,61416.0,2,31225.0
150032,2,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,46146.0,77196.0,45224.0,46146.0,46146.0,46146.0,1,31050.0
150032,3,154.00,1383.00,5,2,10,10,2,8,6,21,1363.00,5,2,2,10,6,46146.0,77196.0,45224.0,46146.0,46146.0,46146.0,1,31050.0
150033,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,72004.0,54812.0,79349.0,72004.0,72004.0,72004.0,2,7345.0
150033,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,72101.0,55000.0,79724.0,72101.0,72101.0,72101.0,2,7623.0
150033,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,72614.0,56070.0,68009.0,72614.0,72614.0,72614.0,0,0.0
150033,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,72614.0,56070.0,68009.0,72614.0,72614.0,72614.0,0,0.0
150034,0,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,69608.0,100840.0,66296.0,69608.0,69608.0,69608.0,1,31232.0
150034,1,154.00,1391.00,5,2,10,10,2,8,6,21,1391.00,5,2,2,10,6,69775.0,101324.0,66356.0,69775.0,69775.0,69775.0,1,31549.0
150034,2,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,70406.0,101658.0,76508.0,70406.0,70406.0,70406.0,1,31252.0
150034,3,154.00,1379.00,5,2,10,10,2,8,6,21,1358.00,5,2,2,10,6,70406.0,101658.0,76508.0,70406.0,70406.0,70406.0,1,31252.0
150035,0,206.00,1697.00,5,2,10,10,2,8,6,21,1576.00,5,1,2,10,6,111154.0,88205.0,106612.0,111182.0,110685.0,111154.0,0,0.0
150035,1,206.00,1697.00,5,2,10,10,2,8,6,21,1576.00,5,1,2,10,6,112315.0,88668.0,107329.0,112315.0,111845.0,112315.0,0,0.0
150035,2,206.00,1686.00,5,2,10,10,2,8,6,21,1546.00,5,1,2,10,6,89979.0,83710.0,130036.0,89979.0,89484.0,89979.0,2,40057.0
150035,3,206.00,1686.00,5,2,10,10,2,8,6,21,1546.00,5,1,2,10,6,112342.0,88644.0,107369.0,112342.0,111844.0,112342.0,0,0.0
150036,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,88210.0,71375.0,60607.0,88210.0,71971.0,88210.0,0,0.0
150036,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,89670.0,71858.0,61114.0,89670.0,73148.0,89670.0,0,0.0
150036,2,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,89178.0,66172.0,65915.0,89178.0,73093.0,89178.0,0,0.0
150036,3,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,89178.0,71568.0,65915.0,89178.0,73093.0,89178.0,0,0.0
150037,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,81225.0,80996.0,88302.0,81225.0,80724.0,81225.0,2,7077.0
150037,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,82462.0,82306.0,89395.0,82462.0,81961.0,82462.0,2,6933.0
150037,2,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,95980.0,95365.0,94462.0,95980.0,95479.0,95980.0,0,0.0
150037,3,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,82731.0,82528.0,79015.0,82731.0,82230.0,82731.0,0,0.0
150038,0,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,133383.0,34817.0,121183.0,133383.0,132882.0,133383.0,0,0.0
150038,1,216.00,1665.00,5,2,10,10,2,8,6,21,1665.00,5,2,2,10,6,134380.0,34933.0,121667.0,134380.0,133879.0,134380.0,0,0.0
150038,2,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,135008.0,40102.0,115886.0,135008.0,134507.0,135008.0,0,0.0
150038,3,216.00,1654.00,5,2,10,10,2,8,6,21,1634.00,5,2,2,10,6,134933.0,40102.0,115872.0,134933.0,134432.0,134933.0,0,0.0
150039,0,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,124650.0,99222.0,123619.0,124650.0,124241.0,124650.0,0,0.0
150039,1,187.00,1667.00,5,2,10,10,2,8,6,21,1667.00,5,2,2,10,6,127198.0,101784.0,125776.0,127198.0,125040.0,127198.0,0,0.0
150039,2,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,129161.0,104468.0,93059.0,129161.0,126327.0,129161.0,0,0.0
150039,3,187.00,1656.00,5,2,10,10,2,8,6,21,1636.00,5,2,2,10,6,127756.0,102477.0,126378.0,127756.0,125310.0,127756.0,0,0.0
150040,0,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,84081.0,99621.0,101734.0,84081.0,100211.0,84081.0,2,17653.0
150040,1,187.00,1519.00,5,2,10,10,2,8,6,21,1519.00,5,2,2,10,6,86270.0,100740.0,102841.0,86270.0,100802.0,86270.0,2,16571.0
150040,2,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,86637.0,102454.0,101748.0,86606.0,101213.0,86637.0,1,15817.0
150040,3,187.00,1508.00,5,2,10,10,2,8,6,21,1488.00,5,2,2,10,6,86606.0,101513.0,101748.0,86606.0,101244.0,86606.0,2,15142.0
150041,0,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,70964.0,95909.0,67305.0,70964.0,70964.0,70964.0,1,24945.0
150041,1,154.00,1384.00,5,2,10,10,2,8,6,21,1384.00,5,2,2,10,6,71378.0,97614.0,67633.0,71378.0,71378.0,71378.0,1,26236.0
150041,2,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,71518.0,98006.0,58745.0,71518.0,71518.0,71518.0,1,26488.0
150041,3,154.00,1374.00,5,2,10,10,2,8,6,21,1345.00,5,2,2,10,6,71518.0,98006.0,58745.0,71518.0,71518.0,71518.0,1,26488.0
