seed,opp_type,base_hero,base_opp,base_margin,best_action,max_margin_delta
400033,0,119653.0,119516.0,137.0,1,1061.0
410033,1,103046.0,101555.0,1491.0,0,0.0
400034,0,51153.0,52133.0,-980.0,7,1284.0
410034,1,62350.0,61649.0,701.0,2,1956.0
400035,0,123432.0,120461.0,2971.0,0,0.0
410035,1,96000.0,90318.0,5682.0,0,0.0
400036,0,65833.0,66116.0,-283.0,6,362.0
410036,1,80063.0,79898.0,165.0,4,35604.0
400037,0,95818.0,94362.0,1456.0,1,997.0
410037,1,86399.0,85970.0,429.0,2,5730.0
400038,0,113820.0,113647.0,173.0,0,0.0
410038,1,35205.0,35840.0,-635.0,1,1327.0
400039,0,61425.0,57573.0,3852.0,0,0.0
410039,1,117410.0,116836.0,574.0,6,390.0
400040,0,92974.0,103517.0,-10543.0,7,4254.0
410040,1,38193.0,38546.0,-353.0,1,1707.0
400041,0,36536.0,36468.0,68.0,6,101.0
410041,1,83228.0,82526.0,702.0,0,0.0
400042,0,69828.0,69814.0,14.0,0,0.0
410042,1,62234.0,59888.0,2346.0,0,0.0
400043,0,64427.0,65027.0,-600.0,7,535.0
410043,1,61547.0,60039.0,1508.0,0,0.0
400044,0,134755.0,135778.0,-1023.0,2,514.0
410044,1,95464.0,99171.0,-3707.0,1,4799.0
400045,0,81215.0,79556.0,1659.0,6,430.0
410045,1,85746.0,82394.0,3352.0,0,0.0
400046,0,106644.0,119600.0,-12956.0,1,10003.0
410046,1,124352.0,124624.0,-272.0,0,0.0
400047,0,89579.0,89478.0,101.0,0,0.0
410047,1,79823.0,74781.0,5042.0,0,0.0
400048,0,69881.0,73101.0,-3220.0,7,3323.0
410048,1,75237.0,71303.0,3934.0,0,0.0
400049,0,118746.0,118826.0,-80.0,0,0.0
410049,1,120169.0,117161.0,3008.0,2,3817.0
400050,0,81469.0,81315.0,154.0,0,0.0
410050,1,81029.0,79799.0,1230.0,0,0.0
400051,0,97789.0,97247.0,542.0,0,0.0
410051,1,29954.0,29830.0,124.0,7,284.0
400052,0,79924.0,71792.0,8132.0,0,0.0
410052,1,115969.0,116511.0,-542.0,1,8003.0
400053,0,69593.0,69478.0,115.0,11,455.0
410053,1,82990.0,82511.0,479.0,7,4212.0
400054,0,84969.0,82349.0,2620.0,1,1918.0
410054,1,131007.0,131840.0,-833.0,1,1533.0
400055,0,59450.0,59783.0,-333.0,7,1973.0
410055,1,99221.0,97957.0,1264.0,0,0.0
400056,0,87357.0,87225.0,132.0,0,0.0
410056,1,87394.0,85756.0,1638.0,2,5955.0
400057,0,105776.0,105263.0,513.0,0,0.0
410057,1,72025.0,69248.0,2777.0,0,0.0
400058,0,59585.0,58869.0,716.0,0,0.0
410058,1,32653.0,32188.0,465.0,11,121.0
400059,0,80057.0,79929.0,128.0,2,482.0
410059,1,36515.0,37297.0,-782.0,1,6324.0
400060,0,61313.0,61279.0,34.0,0,0.0
410060,1,85294.0,90459.0,-5165.0,1,5267.0
400061,0,68856.0,68396.0,460.0,0,0.0
410061,1,85703.0,85006.0,697.0,0,0.0
400062,0,130973.0,121730.0,9243.0,0,0.0
410062,1,67961.0,67158.0,803.0,0,0.0
400063,0,48362.0,48490.0,-128.0,11,617.0
410063,1,129015.0,127730.0,1285.0,0,0.0
400064,0,57847.0,53785.0,4062.0,0,0.0
410064,1,126768.0,134627.0,-7859.0,1,7347.0
400065,0,51522.0,52270.0,-748.0,7,1570.0
410065,1,55545.0,56036.0,-491.0,11,493.0
400066,0,100349.0,101620.0,-1271.0,1,406.0
410066,1,60715.0,58975.0,1740.0,0,0.0
400067,0,111085.0,111484.0,-399.0,0,0.0
410067,1,140156.0,124500.0,15656.0,0,0.0
400068,0,69909.0,69909.0,0.0,7,2356.0
410068,1,101747.0,100801.0,946.0,0,0.0
400069,0,63341.0,62280.0,1061.0,0,0.0
410069,1,61241.0,60987.0,254.0,0,0.0
400070,0,53838.0,54178.0,-340.0,0,0.0
410070,1,40610.0,40522.0,88.0,7,585.0
400071,0,78335.0,78117.0,218.0,0,0.0
410071,1,41395.0,41168.0,227.0,6,480.0
400072,0,109559.0,109346.0,213.0,1,482.0
410072,1,65928.0,65969.0,-41.0,0,0.0
400073,0,91318.0,91296.0,22.0,2,802.0
410073,1,90695.0,86849.0,3846.0,0,0.0
400074,0,61154.0,62070.0,-916.0,1,1689.0
410074,1,74777.0,70690.0,4087.0,0,0.0
400075,0,54078.0,54262.0,-184.0,11,166.0
410075,1,77787.0,77384.0,403.0,0,0.0
400076,0,79280.0,79530.0,-250.0,0,0.0
410076,1,35830.0,36037.0,-207.0,7,360.0
400077,0,115725.0,116860.0,-1135.0,0,0.0
410077,1,40929.0,41326.0,-397.0,7,157.0
400078,0,45073.0,44810.0,263.0,0,0.0
410078,1,70251.0,70191.0,60.0,7,2232.0
400079,0,81778.0,80272.0,1506.0,7,1797.0
410079,1,91979.0,91997.0,-18.0,11,254.0
400080,0,113277.0,112651.0,626.0,1,1199.0
410080,1,58463.0,56362.0,2101.0,1,608.0
400081,0,111467.0,111540.0,-73.0,0,0.0
410081,1,73070.0,71996.0,1074.0,0,0.0
400082,0,88519.0,87638.0,881.0,2,1602.0
410082,1,40376.0,39001.0,1375.0,7,4552.0
400083,0,107478.0,107124.0,354.0,0,0.0
410083,1,76452.0,77070.0,-618.0,0,0.0
400084,0,74128.0,74763.0,-635.0,7,1267.0
410084,1,78141.0,76440.0,1701.0,1,38195.0
400085,0,84135.0,89561.0,-5426.0,7,6394.0
410085,1,85344.0,82778.0,2566.0,0,0.0
400086,0,66001.0,64122.0,1879.0,0,0.0
410086,1,96274.0,95335.0,939.0,0,0.0
400087,0,97724.0,97567.0,157.0,2,5791.0
410087,1,64481.0,63536.0,945.0,0,0.0
400088,0,31937.0,32342.0,-405.0,7,314.0
410088,1,59996.0,58875.0,1121.0,0,0.0
400089,0,133130.0,133141.0,-11.0,0,0.0
410089,1,128122.0,129256.0,-1134.0,2,194.0
400090,0,28184.0,27614.0,570.0,11,219.0
410090,1,75181.0,75620.0,-439.0,0,0.0
400091,0,72813.0,70591.0,2222.0,0,0.0
410091,1,70102.0,64762.0,5340.0,7,2371.0
400092,0,100506.0,110208.0,-9702.0,7,3058.0
410092,1,65798.0,63190.0,2608.0,0,0.0
400093,0,100743.0,101700.0,-957.0,1,2058.0
410093,1,76083.0,76313.0,-230.0,7,2068.0
400094,0,53214.0,54112.0,-898.0,11,64.0
410094,1,98412.0,97865.0,547.0,1,3270.0
400095,0,135154.0,132996.0,2158.0,0,0.0
410095,1,78730.0,79160.0,-430.0,0,0.0
400096,0,108028.0,108976.0,-948.0,6,256.0
410096,1,46852.0,46927.0,-75.0,0,0.0
400097,0,24130.0,24539.0,-409.0,11,249.0
410097,1,71075.0,70657.0,418.0,7,2470.0
400098,0,54064.0,53391.0,673.0,0,0.0
410098,1,81094.0,85206.0,-4112.0,1,8254.0
400099,0,61163.0,61404.0,-241.0,11,477.0
410099,1,88837.0,88809.0,28.0,0,0.0
400100,0,86782.0,89027.0,-2245.0,2,2141.0
410100,1,59027.0,57346.0,1681.0,0,0.0
400101,0,56204.0,55081.0,1123.0,0,0.0
410101,1,86181.0,85061.0,1120.0,0,0.0
400102,0,101350.0,101530.0,-180.0,0,0.0
410102,1,109914.0,105594.0,4320.0,0,0.0
400103,0,55028.0,55120.0,-92.0,1,586.0
410103,1,55634.0,56141.0,-507.0,7,4059.0
400104,0,115268.0,121957.0,-6689.0,2,11551.0
410104,1,39250.0,40359.0,-1109.0,7,584.0
400105,0,61323.0,57602.0,3721.0,0,0.0
410105,1,106682.0,105911.0,771.0,0,0.0
400106,0,113698.0,112591.0,1107.0,0,0.0
410106,1,102842.0,101892.0,950.0,0,0.0
400107,0,74071.0,73592.0,479.0,6,256.0
410107,1,104109.0,102939.0,1170.0,0,0.0
400108,0,82349.0,82238.0,111.0,0,0.0
410108,1,116606.0,121813.0,-5207.0,2,3494.0
400109,0,88980.0,89162.0,-182.0,2,7008.0
410109,1,117794.0,116281.0,1513.0,0,0.0
400110,0,54440.0,52490.0,1950.0,0,0.0
410110,1,29754.0,29177.0,577.0,0,0.0
400111,0,82418.0,75316.0,7102.0,7,782.0
410111,1,133229.0,132410.0,819.0,1,649.0
400112,0,67071.0,66387.0,684.0,7,165.0
410112,1,60369.0,65688.0,-5319.0,2,4226.0
400113,0,71609.0,68025.0,3584.0,0,0.0
410113,1,88021.0,84276.0,3745.0,0,0.0
400114,0,57977.0,58328.0,-351.0,0,0.0
410114,1,104819.0,104989.0,-170.0,6,256.0
400115,0,106183.0,107289.0,-1106.0,1,420.0
410115,1,123983.0,121387.0,2596.0,0,0.0
400116,0,95433.0,94255.0,1178.0,0,0.0
410116,1,72993.0,69589.0,3404.0,0,0.0
400117,0,57398.0,57692.0,-294.0,0,0.0
410117,1,70216.0,70243.0,-27.0,6,262.0
400118,0,59177.0,58833.0,344.0,1,64.0
410118,1,94013.0,93575.0,438.0,0,0.0
400119,0,94032.0,93615.0,417.0,0,0.0
410119,1,127810.0,123531.0,4279.0,0,0.0
400120,0,77957.0,75670.0,2287.0,7,262.0
410120,1,85906.0,85420.0,486.0,0,0.0
400121,0,84273.0,83334.0,939.0,1,5198.0
410121,1,82852.0,78312.0,4540.0,0,0.0
400122,0,84659.0,78191.0,6468.0,7,2541.0
410122,1,117069.0,116894.0,175.0,0,0.0
400123,0,113431.0,113902.0,-471.0,2,2533.0
410123,1,121811.0,122020.0,-209.0,1,782.0
400124,0,76896.0,76896.0,0.0,7,1009.0
410124,1,106368.0,105754.0,614.0,1,91.0
400125,0,114557.0,114694.0,-137.0,11,1059.0
410125,1,81552.0,79330.0,2222.0,0,0.0
400126,0,54657.0,53723.0,934.0,11,270.0
410126,1,98538.0,99215.0,-677.0,6,502.0
400127,0,122610.0,124011.0,-1401.0,0,0.0
410127,1,115653.0,115252.0,401.0,0,0.0
400128,0,129202.0,129440.0,-238.0,1,948.0
410128,1,59620.0,59428.0,192.0,1,945.0
400129,0,79955.0,79548.0,407.0,0,0.0
410129,1,71361.0,71012.0,349.0,1,362.0
400130,0,89194.0,89194.0,0.0,0,0.0
410130,1,65258.0,66201.0,-943.0,1,300.0
400131,0,46923.0,48014.0,-1091.0,7,1705.0
410131,1,66826.0,66187.0,639.0,0,0.0
400132,0,70704.0,70206.0,498.0,7,1810.0
410132,1,100586.0,99800.0,786.0,0,0.0
400133,0,59009.0,59455.0,-446.0,7,3059.0
410133,1,128833.0,129450.0,-617.0,1,413.0
400134,0,75854.0,74965.0,889.0,0,0.0
410134,1,98882.0,98900.0,-18.0,1,2810.0
400135,0,124677.0,124770.0,-93.0,6,253.0
410135,1,122253.0,121437.0,816.0,0,0.0
400136,0,109247.0,101556.0,7691.0,11,460.0
410136,1,72705.0,79270.0,-6565.0,7,8272.0
400137,0,74412.0,66038.0,8374.0,0,0.0
410137,1,109975.0,109508.0,467.0,11,621.0
400138,0,69239.0,76827.0,-7588.0,2,12993.0
410138,1,76119.0,76005.0,114.0,0,0.0
400139,0,53242.0,51462.0,1780.0,0,0.0
410139,1,32716.0,32402.0,314.0,0,0.0
400140,0,67822.0,67812.0,10.0,7,1161.0
410140,1,148340.0,156285.0,-7945.0,1,33479.0
400141,0,136037.0,137127.0,-1090.0,11,246.0
410141,1,73900.0,73245.0,655.0,0,0.0
400142,0,100093.0,97717.0,2376.0,1,7390.0
410142,1,76021.0,76201.0,-180.0,7,2456.0
400143,0,97163.0,91145.0,6018.0,0,0.0
410143,1,69135.0,74642.0,-5507.0,7,8679.0
400144,0,106816.0,105998.0,818.0,11,338.0
410144,1,95716.0,95460.0,256.0,2,2311.0
400145,0,49916.0,50068.0,-152.0,11,91.0
410145,1,58816.0,59275.0,-459.0,2,2902.0
400146,0,67295.0,66290.0,1005.0,7,654.0
410146,1,60415.0,59777.0,638.0,6,254.0
400147,0,56721.0,62260.0,-5539.0,2,7326.0
410147,1,137238.0,138243.0,-1005.0,1,5713.0
400148,0,151045.0,151081.0,-36.0,0,0.0
410148,1,56866.0,56908.0,-42.0,0,0.0
400149,0,123317.0,117004.0,6313.0,0,0.0
410149,1,72500.0,74476.0,-1976.0,1,979.0
400150,0,58273.0,58712.0,-439.0,1,1780.0
410150,1,66442.0,63708.0,2734.0,0,0.0
400151,0,71695.0,73356.0,-1661.0,1,3998.0
410151,1,50132.0,49485.0,647.0,0,0.0
400152,0,54715.0,53601.0,1114.0,11,476.0
410152,1,90521.0,84968.0,5553.0,2,30470.0
400153,0,67871.0,67125.0,746.0,0,0.0
410153,1,94056.0,91816.0,2240.0,0,0.0
400154,0,60544.0,60665.0,-121.0,1,1177.0
410154,1,49850.0,49366.0,484.0,11,453.0
400155,0,84856.0,84725.0,131.0,11,150.0
410155,1,77910.0,75929.0,1981.0,11,443.0
400156,0,98366.0,98366.0,0.0,0,0.0
410156,1,116189.0,114858.0,1331.0,0,0.0
400157,0,69118.0,68416.0,702.0,0,0.0
410157,1,69641.0,69406.0,235.0,2,168.0
400158,0,75415.0,74423.0,992.0,0,0.0
410158,1,81731.0,77728.0,4003.0,0,0.0
400159,0,98686.0,96425.0,2261.0,0,0.0
410159,1,51704.0,51890.0,-186.0,11,157.0
400160,0,66554.0,65574.0,980.0,7,968.0
410160,1,40502.0,42064.0,-1562.0,1,237.0
400161,0,97436.0,97679.0,-243.0,2,496.0
410161,1,31505.0,31536.0,-31.0,2,2566.0
400162,0,62330.0,60029.0,2301.0,1,845.0
410162,1,63093.0,62970.0,123.0,0,0.0
400163,0,106821.0,106383.0,438.0,0,0.0
410163,1,51956.0,51591.0,365.0,0,0.0
400164,0,67276.0,67206.0,70.0,0,0.0
410164,1,132570.0,132113.0,457.0,2,3018.0
400165,0,128276.0,119450.0,8826.0,0,0.0
410165,1,95089.0,101591.0,-6502.0,1,3154.0
400166,0,78837.0,78714.0,123.0,0,0.0
410166,1,86964.0,86356.0,608.0,1,2168.0
400167,0,65270.0,65064.0,206.0,1,996.0
410167,1,63225.0,63311.0,-86.0,11,64.0
400168,0,46146.0,46347.0,-201.0,0,0.0
410168,1,88104.0,88016.0,88.0,7,2652.0
400169,0,107514.0,108865.0,-1351.0,1,485.0
410169,1,66822.0,67050.0,-228.0,1,2250.0
400170,0,87007.0,86429.0,578.0,11,225.0
410170,1,48580.0,47928.0,652.0,0,0.0
400171,0,45026.0,48692.0,-3666.0,7,4454.0
410171,1,50889.0,50860.0,29.0,6,2065.0
400172,0,109068.0,106553.0,2515.0,2,2249.0
410172,1,88026.0,89299.0,-1273.0,7,1886.0
400173,0,78712.0,78985.0,-273.0,0,0.0
410173,1,29169.0,30361.0,-1192.0,0,0.0
400174,0,52247.0,52813.0,-566.0,7,2590.0
410174,1,60595.0,56958.0,3637.0,0,0.0
400175,0,99763.0,98487.0,1276.0,0,0.0
410175,1,62401.0,56799.0,5602.0,2,809.0
400176,0,102029.0,101692.0,337.0,0,0.0
410176,1,62846.0,64059.0,-1213.0,11,785.0
400177,0,61817.0,57987.0,3830.0,7,3567.0
410177,1,93797.0,92619.0,1178.0,0,0.0
400178,0,128473.0,129191.0,-718.0,0,0.0
410178,1,111791.0,119323.0,-7532.0,7,721.0
400179,0,78103.0,77550.0,553.0,0,0.0
410179,1,73803.0,73186.0,617.0,6,257.0
400180,0,87621.0,87740.0,-119.0,7,1797.0
410180,1,110000.0,108987.0,1013.0,11,123.0
400181,0,85532.0,85561.0,-29.0,0,0.0
410181,1,80534.0,78333.0,2201.0,0,0.0
400182,0,100560.0,100560.0,0.0,11,756.0
410182,1,62018.0,62165.0,-147.0,0,0.0
400183,0,58434.0,53785.0,4649.0,0,0.0
410183,1,68743.0,66895.0,1848.0,0,0.0
400184,0,83121.0,83484.0,-363.0,0,0.0
410184,1,63013.0,62663.0,350.0,7,1805.0
400185,0,65449.0,63537.0,1912.0,0,0.0
410185,1,72510.0,68610.0,3900.0,0,0.0
400186,0,87207.0,87313.0,-106.0,0,0.0
410186,1,96371.0,95129.0,1242.0,0,0.0
400187,0,99056.0,99056.0,0.0,0,0.0
410187,1,96755.0,91795.0,4960.0,0,0.0
400188,0,114098.0,114049.0,49.0,0,0.0
410188,1,25484.0,25688.0,-204.0,0,0.0
400189,0,73096.0,73242.0,-146.0,0,0.0
410189,1,66077.0,66311.0,-234.0,11,238.0
400190,0,114422.0,114482.0,-60.0,0,0.0
410190,1,81658.0,81254.0,404.0,2,396.0
400191,0,93858.0,94368.0,-510.0,0,0.0
410191,1,125994.0,126198.0,-204.0,0,0.0
400192,0,75534.0,74181.0,1353.0,0,0.0
410192,1,53199.0,52385.0,814.0,7,1954.0
400193,0,93716.0,93868.0,-152.0,11,694.0
410193,1,80013.0,80623.0,-610.0,0,0.0
400194,0,104046.0,101616.0,2430.0,0,0.0
410194,1,85290.0,85422.0,-132.0,0,0.0
400195,0,103850.0,103942.0,-92.0,0,0.0
410195,1,57941.0,57892.0,49.0,11,269.0
400196,0,102672.0,101117.0,1555.0,0,0.0
410196,1,38886.0,39405.0,-519.0,7,1743.0
400197,0,86127.0,85829.0,298.0,0,0.0
410197,1,103251.0,106407.0,-3156.0,1,1720.0
400198,0,114747.0,116182.0,-1435.0,1,1875.0
410198,1,59454.0,60071.0,-617.0,2,92.0
400199,0,43454.0,43376.0,78.0,7,794.0
410199,1,82286.0,74704.0,7582.0,0,0.0
400200,0,83894.0,83589.0,305.0,11,415.0
410200,1,65604.0,64414.0,1190.0,0,0.0
400201,0,55192.0,52944.0,2248.0,0,0.0
410201,1,69608.0,69316.0,292.0,2,2888.0
400202,0,60179.0,60554.0,-375.0,11,451.0
410202,1,94762.0,93985.0,777.0,11,226.0
400203,0,108080.0,109214.0,-1134.0,1,98.0
410203,1,117701.0,117210.0,491.0,1,878.0
400204,0,92146.0,92363.0,-217.0,11,348.0
410204,1,93402.0,90031.0,3371.0,0,0.0
400205,0,94681.0,94318.0,363.0,1,557.0
410205,1,62789.0,62333.0,456.0,1,2435.0
400206,0,125900.0,127667.0,-1767.0,1,884.0
410206,1,85610.0,85624.0,-14.0,0,0.0
400207,0,55315.0,53246.0,2069.0,0,0.0
410207,1,59174.0,55646.0,3528.0,0,0.0
400208,0,69001.0,68395.0,606.0,7,3861.0
410208,1,126123.0,126500.0,-377.0,1,1897.0
400209,0,68439.0,68169.0,270.0,0,0.0
410209,1,106232.0,104513.0,1719.0,1,243.0
400210,0,74205.0,74569.0,-364.0,2,608.0
410210,1,60700.0,61222.0,-522.0,7,1558.0
400211,0,99019.0,99162.0,-143.0,6,256.0
410211,1,99944.0,97698.0,2246.0,0,0.0
400212,0,73023.0,70255.0,2768.0,11,263.0
410212,1,31605.0,31367.0,238.0,7,171.0
400213,0,80078.0,77961.0,2117.0,7,995.0
410213,1,84325.0,84080.0,245.0,7,1452.0
400214,0,62281.0,61688.0,593.0,7,1439.0
410214,1,54610.0,50378.0,4232.0,0,0.0
400215,0,66869.0,67437.0,-568.0,11,78.0
410215,1,76458.0,76274.0,184.0,2,1584.0
400216,0,104366.0,104488.0,-122.0,11,124.0
410216,1,83465.0,83349.0,116.0,1,98.0
400217,0,120875.0,122114.0,-1239.0,1,816.0
410217,1,65872.0,63030.0,2842.0,0,0.0
400218,0,88271.0,87388.0,883.0,0,0.0
410218,1,87261.0,86984.0,277.0,1,1295.0
400219,0,84617.0,84472.0,145.0,2,1603.0
410219,1,43970.0,43490.0,480.0,11,221.0
400220,0,109601.0,109333.0,268.0,0,0.0
410220,1,64723.0,62734.0,1989.0,0,0.0
400221,0,88819.0,89116.0,-297.0,1,141.0
410221,1,92040.0,90287.0,1753.0,1,929.0
400222,0,59968.0,59935.0,33.0,11,229.0
410222,1,60892.0,60064.0,828.0,11,194.0
400223,0,114067.0,114315.0,-248.0,6,256.0
410223,1,123578.0,122762.0,816.0,1,236.0
400224,0,90685.0,91988.0,-1303.0,11,91.0
410224,1,99401.0,98085.0,1316.0,0,0.0
400225,0,79723.0,79175.0,548.0,0,0.0
410225,1,119870.0,119071.0,799.0,2,194.0
400226,0,48515.0,50115.0,-1600.0,7,501.0
410226,1,103922.0,103557.0,365.0,2,320.0
400227,0,71269.0,69821.0,1448.0,0,0.0
410227,1,73086.0,68492.0,4594.0,0,0.0
400228,0,116536.0,119969.0,-3433.0,1,2028.0
410228,1,83424.0,82963.0,461.0,1,962.0
400229,0,87288.0,85069.0,2219.0,0,0.0
410229,1,100863.0,99152.0,1711.0,0,0.0
400230,0,67619.0,61349.0,6270.0,0,0.0
410230,1,89924.0,89730.0,194.0,7,556.0
400231,0,67909.0,67480.0,429.0,0,0.0
410231,1,75602.0,73687.0,1915.0,0,0.0
400232,0,47823.0,46179.0,1644.0,2,42906.0
410232,1,87848.0,93356.0,-5508.0,1,5748.0
400233,0,86369.0,85869.0,500.0,0,0.0
410233,1,56673.0,56482.0,191.0,11,371.0
400234,0,78226.0,77704.0,522.0,0,0.0
410234,1,86410.0,85237.0,1173.0,0,0.0
400235,0,85699.0,85739.0,-40.0,7,4443.0
410235,1,123267.0,115712.0,7555.0,0,0.0
400236,0,99218.0,100247.0,-1029.0,11,411.0
410236,1,75190.0,74332.0,858.0,2,862.0
400237,0,71909.0,69591.0,2318.0,0,0.0
410237,1,52744.0,52771.0,-27.0,7,939.0
400238,0,65255.0,63742.0,1513.0,0,0.0
410238,1,76860.0,77054.0,-194.0,0,0.0
400239,0,67787.0,67466.0,321.0,7,1818.0
410239,1,55093.0,54739.0,354.0,0,0.0
400240,0,113827.0,117370.0,-3543.0,11,131.0
410240,1,105102.0,100422.0,4680.0,0,0.0
400241,0,140688.0,140864.0,-176.0,1,1166.0
410241,1,68627.0,68080.0,547.0,0,0.0
400242,0,71810.0,71346.0,464.0,2,611.0
410242,1,71114.0,67899.0,3215.0,0,0.0
400243,0,46669.0,45104.0,1565.0,1,3856.0
410243,1,103581.0,100852.0,2729.0,7,205.0
400244,0,92677.0,89432.0,3245.0,0,0.0
410244,1,74477.0,73358.0,1119.0,0,0.0
400245,0,28681.0,28840.0,-159.0,1,2774.0
410245,1,117438.0,111185.0,6253.0,0,0.0
400246,0,63816.0,63390.0,426.0,0,0.0
410246,1,104285.0,102807.0,1478.0,0,0.0
400247,0,139642.0,139808.0,-166.0,0,0.0
410247,1,62690.0,61868.0,822.0,2,1732.0
400248,0,39419.0,36879.0,2540.0,7,3342.0
410248,1,73120.0,72781.0,339.0,7,2760.0
400249,0,38036.0,38174.0,-138.0,7,925.0
410249,1,82109.0,82079.0,30.0,6,254.0
400250,0,83700.0,82663.0,1037.0,2,328.0
410250,1,84933.0,83996.0,937.0,1,1452.0
400251,0,61306.0,61771.0,-465.0,11,69.0
410251,1,59808.0,59670.0,138.0,11,324.0
400252,0,60771.0,61272.0,-501.0,11,324.0
410252,1,92654.0,84879.0,7775.0,0,0.0
400253,0,107865.0,109228.0,-1363.0,1,382.0
410253,1,52118.0,50278.0,1840.0,7,1312.0
400254,0,98384.0,100333.0,-1949.0,1,740.0
410254,1,74991.0,68919.0,6072.0,7,2164.0
400255,0,113604.0,113766.0,-162.0,1,867.0
410255,1,65221.0,65420.0,-199.0,1,3971.0
400256,0,53271.0,53564.0,-293.0,7,1277.0
410256,1,50251.0,50244.0,7.0,2,451.0
400257,0,48264.0,48828.0,-564.0,0,0.0
410257,1,84328.0,84280.0,48.0,6,256.0
400258,0,60240.0,59993.0,247.0,0,0.0
410258,1,48538.0,56183.0,-7645.0,2,6372.0
400259,0,72532.0,81388.0,-8856.0,1,7693.0
410259,1,69471.0,69976.0,-505.0,1,1593.0
400260,0,78103.0,87492.0,-9389.0,1,6634.0
410260,1,97193.0,96248.0,945.0,2,1182.0
400261,0,94003.0,96976.0,-2973.0,7,503.0
410261,1,55344.0,61978.0,-6634.0,1,4950.0
400262,0,106141.0,108155.0,-2014.0,7,2062.0
410262,1,44513.0,40896.0,3617.0,4,2038.0
400263,0,127058.0,127021.0,37.0,1,1377.0
410263,1,83070.0,82635.0,435.0,0,0.0
400264,0,49869.0,49976.0,-107.0,11,199.0
410264,1,94753.0,93302.0,1451.0,1,897.0
400265,0,41549.0,41567.0,-18.0,2,2626.0
410265,1,137789.0,139143.0,-1354.0,2,6189.0
400266,0,73397.0,73146.0,251.0,7,1827.0
410266,1,75325.0,72933.0,2392.0,0,0.0
