seed,step,day,money,melon_seeds,wheat_seeds,straw_seeds,unlocked_quads,num_plants,num_cows,num_hands,action_id,terminal_return,delta_vs_baseline
1000,264,11,33.0,0,0,13,1,9,0,0,3,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,4,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,5,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,6,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,7,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,8,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,9,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,10,110.0,0.0
1000,264,11,33.0,0,0,13,1,9,0,0,11,110.0,0.0
1001,0,0,3000.0,0,0,0,1,0,0,0,0,105.0,0.0
1001,0,0,3000.0,0,0,0,1,0,0,0,1,103.0,-2.0
1001,0,0,3000.0,0,0,0,1,0,0,0,2,100.0,-5.0
1001,0,0,3000.0,0,0,0,1,0,0,0,3,95.0,-10.0
1001,0,0,3000.0,0,0,0,1,0,0,0,4,2571.0,2466.0
1001,0,0,3000.0,0,0,0,1,0,0,0,5,15.0,-90.0
1001,0,0,3000.0,0,0,0,1,0,0,0,6,43.0,-62.0
1001,0,0,3000.0,0,0,0,1,0,0,0,7,123.0,18.0
1001,0,0,3000.0,0,0,0,1,0,0,0,8,105.0,0.0
1001,0,0,3000.0,0,0,0,1,0,0,0,9,105.0,0.0
1001,0,0,3000.0,0,0,0,1,0,0,0,10,5.0,-100.0
1001,0,0,3000.0,0,0,0,1,0,0,0,11,35.0,-70.0
1001,24,1,2058.0,1,6,0,1,5,0,0,0,105.0,0.0
1001,24,1,2058.0,1,6,0,1,5,0,0,1,233.0,128.0
1001,24,1,2058.0,1,6,0,1,5,0,0,2,231.0,126.0
1001,24,1,2058.0,1,6,0,1,5,0,0,3,228.0,123.0
1001,24,1,2058.0,1,6,0,1,5,0,0,4,45.0,-60.0
1001,24,1,2058.0,1,6,0,1,5,0,0,5,85.0,-20.0
1001,24,1,2058.0,1,6,0,1,5,0,0,6,43.0,-62.0
1001,24,1,2058.0,1,6,0,1,5,0,0,7,123.0,18.0
1001,24,1,2058.0,1,6,0,1,5,0,0,8,105.0,0.0
1001,24,1,2058.0,1,6,0,1,5,0,0,9,105.0,0.0
1001,24,1,2058.0,1,6,0,1,5,0,0,10,5.0,-100.0
1001,24,1,2058.0,1,6,0,1,5,0,0,11,4.0,-101.0
1001,72,3,2056.0,0,0,0,1,11,0,0,0,105.0,0.0
1001,72,3,2056.0,0,0,0,1,11,0,0,1,104.0,-1.0
1001,72,3,2056.0,0,0,0,1,11,0,0,2,102.0,-3.0
1001,72,3,2056.0,0,0,0,1,11,0,0,3,99.0,-6.0
1001,72,3,2056.0,0,0,0,1,11,0,0,4,25.0,-80.0
1001,72,3,2056.0,0,0,0,1,11,0,0,5,65.0,-40.0
1001,72,3,2056.0,0,0,0,1,11,0,0,6,43.0,-62.0
1001,72,3,2056.0,0,0,0,1,11,0,0,7,123.0,18.0
1001,72,3,2056.0,0,0,0,1,11,0,0,8,105.0,0.0
1001,72,3,2056.0,0,0,0,1,11,0,0,9,105.0,0.0
1001,72,3,2056.0,0,0,0,1,11,0,0,10,5.0,-100.0
1001,72,3,2056.0,0,0,0,1,11,0,0,11,4.0,-101.0
1001,120,5,1874.0,0,0,0,1,8,0,0,0,105.0,0.0
1001,120,5,1874.0,0,0,0,1,8,0,0,1,4.0,-101.0
1001,120,5,1874.0,0,0,0,1,8,0,0,2,2.0,-103.0
1001,120,5,1874.0,0,0,0,1,8,0,0,3,99.0,-6.0
1001,120,5,1874.0,0,0,0,1,8,0,0,4,1603.0,1498.0
1001,120,5,1874.0,0,0,0,1,8,0,0,5,65.0,-40.0
1001,120,5,1874.0,0,0,0,1,8,0,0,6,65.0,-40.0
1001,120,5,1874.0,0,0,0,1,8,0,0,7,45.0,-60.0
1001,120,5,1874.0,0,0,0,1,8,0,0,8,105.0,0.0
1001,120,5,1874.0,0,0,0,1,8,0,0,9,105.0,0.0
1001,120,5,1874.0,0,0,0,1,8,0,0,10,5.0,-100.0
1001,120,5,1874.0,0,0,0,1,8,0,0,11,4.0,-101.0
1001,168,7,1332.0,0,0,2,1,11,0,0,0,105.0,0.0
1001,168,7,1332.0,0,0,2,1,11,0,0,1,5146.0,5041.0
1001,168,7,1332.0,0,0,2,1,11,0,0,2,5144.0,5039.0
1001,168,7,1332.0,0,0,2,1,11,0,0,3,4511.0,4406.0
1001,168,7,1332.0,0,0,2,1,11,0,0,4,1603.0,1498.0
1001,168,7,1332.0,0,0,2,1,11,0,0,5,8.0,-97.0
1001,168,7,1332.0,0,0,2,1,11,0,0,6,65.0,-40.0
1001,168,7,1332.0,0,0,2,1,11,0,0,7,45.0,-60.0
1001,168,7,1332.0,0,0,2,1,11,0,0,8,105.0,0.0
1001,168,7,1332.0,0,0,2,1,11,0,0,9,231.0,126.0
1001,168,7,1332.0,0,0,2,1,11,0,0,10,5.0,-100.0
1001,168,7,1332.0,0,0,2,1,11,0,0,11,31.0,-74.0
1001,216,9,730.0,0,0,6,1,11,0,0,0,105.0,0.0
1001,216,9,730.0,0,0,6,1,11,0,0,1,3345.0,3240.0
1001,216,9,730.0,0,0,6,1,11,0,0,2,3343.0,3238.0
1001,216,9,730.0,0,0,6,1,11,0,0,3,3340.0,3235.0
1001,216,9,730.0,0,0,6,1,11,0,0,4,228.0,123.0
1001,216,9,730.0,0,0,6,1,11,0,0,5,269.0,164.0
1001,216,9,730.0,0,0,6,1,11,0,0,6,65.0,-40.0
1001,216,9,730.0,0,0,6,1,11,0,0,7,45.0,-60.0
1001,216,9,730.0,0,0,6,1,11,0,0,8,148.0,43.0
1001,216,9,730.0,0,0,6,1,11,0,0,9,105.0,0.0
1001,216,9,730.0,0,0,6,1,11,0,0,10,105.0,0.0
1001,216,9,730.0,0,0,6,1,11,0,0,11,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,0,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,1,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,2,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,3,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,4,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,5,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,6,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,7,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,8,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,9,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,10,105.0,0.0
1001,264,11,28.0,0,0,13,1,9,0,0,11,105.0,0.0
1002,0,0,3000.0,0,0,0,1,0,0,0,0,110.0,0.0
1002,0,0,3000.0,0,0,0,1,0,0,0,1,108.0,-2.0
1002,0,0,3000.0,0,0,0,1,0,0,0,2,105.0,-5.0
1002,0,0,3000.0,0,0,0,1,0,0,0,3,100.0,-10.0
1002,0,0,3000.0,0,0,0,1,0,0,0,4,3740.0,3630.0
1002,0,0,3000.0,0,0,0,1,0,0,0,5,15.0,-95.0
1002,0,0,3000.0,0,0,0,1,0,0,0,6,58.0,-52.0
1002,0,0,3000.0,0,0,0,1,0,0,0,7,38.0,-72.0
1002,0,0,3000.0,0,0,0,1,0,0,0,8,110.0,0.0
1002,0,0,3000.0,0,0,0,1,0,0,0,9,110.0,0.0
1002,0,0,3000.0,0,0,0,1,0,0,0,10,10.0,-100.0
1002,0,0,3000.0,0,0,0,1,0,0,0,11,35.0,-75.0
1002,24,1,2058.0,1,6,0,1,5,0,0,0,110.0,0.0
1002,24,1,2058.0,1,6,0,1,5,0,0,1,3093.0,2983.0
1002,24,1,2058.0,1,6,0,1,5,0,0,2,3091.0,2981.0
1002,24,1,2058.0,1,6,0,1,5,0,0,3,3088.0,2978.0
1002,24,1,2058.0,1,6,0,1,5,0,0,4,45.0,-65.0
1002,24,1,2058.0,1,6,0,1,5,0,0,5,85.0,-25.0
1002,24,1,2058.0,1,6,0,1,5,0,0,6,58.0,-52.0
1002,24,1,2058.0,1,6,0,1,5,0,0,7,38.0,-72.0
1002,24,1,2058.0,1,6,0,1,5,0,0,8,110.0,0.0
1002,24,1,2058.0,1,6,0,1,5,0,0,9,110.0,0.0
1002,24,1,2058.0,1,6,0,1,5,0,0,10,10.0,-100.0
1002,24,1,2058.0,1,6,0,1,5,0,0,11,4.0,-106.0
1002,72,3,2056.0,0,0,0,1,11,0,0,0,110.0,0.0
1002,72,3,2056.0,0,0,0,1,11,0,0,1,109.0,-1.0
1002,72,3,2056.0,0,0,0,1,11,0,0,2,107.0,-3.0
1002,72,3,2056.0,0,0,0,1,11,0,0,3,104.0,-6.0
1002,72,3,2056.0,0,0,0,1,11,0,0,4,30.0,-80.0
1002,72,3,2056.0,0,0,0,1,11,0,0,5,70.0,-40.0
1002,72,3,2056.0,0,0,0,1,11,0,0,6,58.0,-52.0
1002,72,3,2056.0,0,0,0,1,11,0,0,7,38.0,-72.0
1002,72,3,2056.0,0,0,0,1,11,0,0,8,110.0,0.0
1002,72,3,2056.0,0,0,0,1,11,0,0,9,110.0,0.0
1002,72,3,2056.0,0,0,0,1,11,0,0,10,10.0,-100.0
1002,72,3,2056.0,0,0,0,1,11,0,0,11,9.0,-101.0
1002,120,5,1877.0,0,0,0,1,8,0,0,0,110.0,0.0
1002,120,5,1877.0,0,0,0,1,8,0,0,1,9.0,-101.0
1002,120,5,1877.0,0,0,0,1,8,0,0,2,7.0,-103.0
1002,120,5,1877.0,0,0,0,1,8,0,0,3,4.0,-106.0
1002,120,5,1877.0,0,0,0,1,8,0,0,4,30.0,-80.0
1002,120,5,1877.0,0,0,0,1,8,0,0,5,70.0,-40.0
1002,120,5,1877.0,0,0,0,1,8,0,0,6,70.0,-40.0
1002,120,5,1877.0,0,0,0,1,8,0,0,7,50.0,-60.0
1002,120,5,1877.0,0,0,0,1,8,0,0,8,110.0,0.0
1002,120,5,1877.0,0,0,0,1,8,0,0,9,110.0,0.0
1002,120,5,1877.0,0,0,0,1,8,0,0,10,10.0,-100.0
1002,120,5,1877.0,0,0,0,1,8,0,0,11,9.0,-101.0
1002,168,7,1337.0,0,0,2,1,11,0,0,0,110.0,0.0
1002,168,7,1337.0,0,0,2,1,11,0,0,1,4046.0,3936.0
1002,168,7,1337.0,0,0,2,1,11,0,0,2,4044.0,3934.0
1002,168,7,1337.0,0,0,2,1,11,0,0,3,5299.0,5189.0
1002,168,7,1337.0,0,0,2,1,11,0,0,4,30.0,-80.0
1002,168,7,1337.0,0,0,2,1,11,0,0,5,13.0,-97.0
1002,168,7,1337.0,0,0,2,1,11,0,0,6,70.0,-40.0
1002,168,7,1337.0,0,0,2,1,11,0,0,7,50.0,-60.0
1002,168,7,1337.0,0,0,2,1,11,0,0,8,110.0,0.0
1002,168,7,1337.0,0,0,2,1,11,0,0,9,236.0,126.0
1002,168,7,1337.0,0,0,2,1,11,0,0,10,10.0,-100.0
1002,168,7,1337.0,0,0,2,1,11,0,0,11,36.0,-74.0
1002,216,9,735.0,0,0,6,1,11,0,0,0,110.0,0.0
1002,216,9,735.0,0,0,6,1,11,0,0,1,5552.0,5442.0
1002,216,9,735.0,0,0,6,1,11,0,0,2,5550.0,5440.0
1002,216,9,735.0,0,0,6,1,11,0,0,3,5547.0,5437.0
1002,216,9,735.0,0,0,6,1,11,0,0,4,233.0,123.0
1002,216,9,735.0,0,0,6,1,11,0,0,5,274.0,164.0
1002,216,9,735.0,0,0,6,1,11,0,0,6,70.0,-40.0
1002,216,9,735.0,0,0,6,1,11,0,0,7,50.0,-60.0
1002,216,9,735.0,0,0,6,1,11,0,0,8,153.0,43.0
1002,216,9,735.0,0,0,6,1,11,0,0,9,110.0,0.0
1002,216,9,735.0,0,0,6,1,11,0,0,10,110.0,0.0
1002,216,9,735.0,0,0,6,1,11,0,0,11,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,0,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,1,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,2,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,3,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,4,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,5,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,6,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,7,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,8,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,9,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,10,110.0,0.0
1002,264,11,33.0,0,0,13,1,9,0,0,11,110.0,0.0
1003,0,0,3000.0,0,0,0,1,0,0,0,0,110.0,0.0
1003,0,0,3000.0,0,0,0,1,0,0,0,1,108.0,-2.0
1003,0,0,3000.0,0,0,0,1,0,0,0,2,105.0,-5.0
1003,0,0,3000.0,0,0,0,1,0,0,0,3,100.0,-10.0
1003,0,0,3000.0,0,0,0,1,0,0,0,4,2649.0,2539.0
1003,0,0,3000.0,0,0,0,1,0,0,0,5,15.0,-95.0
1003,0,0,3000.0,0,0,0,1,0,0,0,6,58.0,-52.0
1003,0,0,3000.0,0,0,0,1,0,0,0,7,38.0,-72.0
1003,0,0,3000.0,0,0,0,1,0,0,0,8,110.0,0.0
1003,0,0,3000.0,0,0,0,1,0,0,0,9,110.0,0.0
1003,0,0,3000.0,0,0,0,1,0,0,0,10,10.0,-100.0
1003,0,0,3000.0,0,0,0,1,0,0,0,11,35.0,-75.0
1003,24,1,2058.0,1,6,0,1,5,0,0,0,110.0,0.0
1003,24,1,2058.0,1,6,0,1,5,0,0,1,2927.0,2817.0
1003,24,1,2058.0,1,6,0,1,5,0,0,2,2925.0,2815.0
1003,24,1,2058.0,1,6,0,1,5,0,0,3,2922.0,2812.0
1003,24,1,2058.0,1,6,0,1,5,0,0,4,45.0,-65.0
1003,24,1,2058.0,1,6,0,1,5,0,0,5,85.0,-25.0
1003,24,1,2058.0,1,6,0,1,5,0,0,6,58.0,-52.0
1003,24,1,2058.0,1,6,0,1,5,0,0,7,38.0,-72.0
1003,24,1,2058.0,1,6,0,1,5,0,0,8,110.0,0.0
1003,24,1,2058.0,1,6,0,1,5,0,0,9,110.0,0.0
1003,24,1,2058.0,1,6,0,1,5,0,0,10,10.0,-100.0
1003,24,1,2058.0,1,6,0,1,5,0,0,11,9.0,-101.0
1003,72,3,2056.0,0,0,0,1,11,0,0,0,110.0,0.0
1003,72,3,2056.0,0,0,0,1,11,0,0,1,109.0,-1.0
1003,72,3,2056.0,0,0,0,1,11,0,0,2,107.0,-3.0
1003,72,3,2056.0,0,0,0,1,11,0,0,3,104.0,-6.0
1003,72,3,2056.0,0,0,0,1,11,0,0,4,30.0,-80.0
1003,72,3,2056.0,0,0,0,1,11,0,0,5,70.0,-40.0
1003,72,3,2056.0,0,0,0,1,11,0,0,6,58.0,-52.0
1003,72,3,2056.0,0,0,0,1,11,0,0,7,38.0,-72.0
1003,72,3,2056.0,0,0,0,1,11,0,0,8,110.0,0.0
1003,72,3,2056.0,0,0,0,1,11,0,0,9,110.0,0.0
1003,72,3,2056.0,0,0,0,1,11,0,0,10,10.0,-100.0
1003,72,3,2056.0,0,0,0,1,11,0,0,11,9.0,-101.0
1003,120,5,1877.0,0,0,0,1,8,0,0,0,110.0,0.0
1003,120,5,1877.0,0,0,0,1,8,0,0,1,9.0,-101.0
1003,120,5,1877.0,0,0,0,1,8,0,0,2,7.0,-103.0
1003,120,5,1877.0,0,0,0,1,8,0,0,3,4.0,-106.0
1003,120,5,1877.0,0,0,0,1,8,0,0,4,30.0,-80.0
1003,120,5,1877.0,0,0,0,1,8,0,0,5,70.0,-40.0
1003,120,5,1877.0,0,0,0,1,8,0,0,6,70.0,-40.0
1003,120,5,1877.0,0,0,0,1,8,0,0,7,50.0,-60.0
1003,120,5,1877.0,0,0,0,1,8,0,0,8,110.0,0.0
1003,120,5,1877.0,0,0,0,1,8,0,0,9,110.0,0.0
1003,120,5,1877.0,0,0,0,1,8,0,0,10,10.0,-100.0
1003,120,5,1877.0,0,0,0,1,8,0,0,11,9.0,-101.0
1003,168,7,1337.0,0,0,2,1,11,0,0,0,110.0,0.0
1003,168,7,1337.0,0,0,2,1,11,0,0,1,5596.0,5486.0
1003,168,7,1337.0,0,0,2,1,11,0,0,2,5594.0,5484.0
1003,168,7,1337.0,0,0,2,1,11,0,0,3,4904.0,4794.0
1003,168,7,1337.0,0,0,2,1,11,0,0,4,30.0,-80.0
1003,168,7,1337.0,0,0,2,1,11,0,0,5,13.0,-97.0
1003,168,7,1337.0,0,0,2,1,11,0,0,6,70.0,-40.0
1003,168,7,1337.0,0,0,2,1,11,0,0,7,50.0,-60.0
1003,168,7,1337.0,0,0,2,1,11,0,0,8,110.0,0.0
1003,168,7,1337.0,0,0,2,1,11,0,0,9,236.0,126.0
1003,168,7,1337.0,0,0,2,1,11,0,0,10,10.0,-100.0
1003,168,7,1337.0,0,0,2,1,11,0,0,11,36.0,-74.0
1003,216,9,735.0,0,0,6,1,11,0,0,0,110.0,0.0
1003,216,9,735.0,0,0,6,1,11,0,0,1,4240.0,4130.0
1003,216,9,735.0,0,0,6,1,11,0,0,2,4238.0,4128.0
1003,216,9,735.0,0,0,6,1,11,0,0,3,4235.0,4125.0
1003,216,9,735.0,0,0,6,1,11,0,0,4,233.0,123.0
1003,216,9,735.0,0,0,6,1,11,0,0,5,274.0,164.0
1003,216,9,735.0,0,0,6,1,11,0,0,6,70.0,-40.0
1003,216,9,735.0,0,0,6,1,11,0,0,7,50.0,-60.0
1003,216,9,735.0,0,0,6,1,11,0,0,8,153.0,43.0
1003,216,9,735.0,0,0,6,1,11,0,0,9,110.0,0.0
1003,216,9,735.0,0,0,6,1,11,0,0,10,110.0,0.0
1003,216,9,735.0,0,0,6,1,11,0,0,11,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,0,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,1,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,2,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,3,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,4,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,5,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,6,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,7,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,8,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,9,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,10,110.0,0.0
1003,264,11,33.0,0,0,13,1,9,0,0,11,110.0,0.0
1004,0,0,3000.0,0,0,0,1,0,0,0,0,110.0,0.0
1004,0,0,3000.0,0,0,0,1,0,0,0,1,108.0,-2.0
1004,0,0,3000.0,0,0,0,1,0,0,0,2,105.0,-5.0
1004,0,0,3000.0,0,0,0,1,0,0,0,3,100.0,-10.0
1004,0,0,3000.0,0,0,0,1,0,0,0,4,3230.0,3120.0
1004,0,0,3000.0,0,0,0,1,0,0,0,5,15.0,-95.0
1004,0,0,3000.0,0,0,0,1,0,0,0,6,58.0,-52.0
1004,0,0,3000.0,0,0,0,1,0,0,0,7,38.0,-72.0
1004,0,0,3000.0,0,0,0,1,0,0,0,8,110.0,0.0
1004,0,0,3000.0,0,0,0,1,0,0,0,9,110.0,0.0
1004,0,0,3000.0,0,0,0,1,0,0,0,10,10.0,-100.0
1004,0,0,3000.0,0,0,0,1,0,0,0,11,35.0,-75.0
1004,24,1,2058.0,1,6,0,1,5,0,0,0,110.0,0.0
1004,24,1,2058.0,1,6,0,1,5,0,0,1,3009.0,2899.0
1004,24,1,2058.0,1,6,0,1,5,0,0,2,3007.0,2897.0
1004,24,1,2058.0,1,6,0,1,5,0,0,3,3004.0,2894.0
1004,24,1,2058.0,1,6,0,1,5,0,0,4,45.0,-65.0
1004,24,1,2058.0,1,6,0,1,5,0,0,5,85.0,-25.0
1004,24,1,2058.0,1,6,0,1,5,0,0,6,58.0,-52.0
1004,24,1,2058.0,1,6,0,1,5,0,0,7,38.0,-72.0
1004,24,1,2058.0,1,6,0,1,5,0,0,8,110.0,0.0
1004,24,1,2058.0,1,6,0,1,5,0,0,9,110.0,0.0
1004,24,1,2058.0,1,6,0,1,5,0,0,10,10.0,-100.0
1004,24,1,2058.0,1,6,0,1,5,0,0,11,4.0,-106.0
1004,72,3,2056.0,0,0,0,1,11,0,0,0,110.0,0.0
1004,72,3,2056.0,0,0,0,1,11,0,0,1,109.0,-1.0
1004,72,3,2056.0,0,0,0,1,11,0,0,2,107.0,-3.0
1004,72,3,2056.0,0,0,0,1,11,0,0,3,104.0,-6.0
1004,72,3,2056.0,0,0,0,1,11,0,0,4,30.0,-80.0
1004,72,3,2056.0,0,0,0,1,11,0,0,5,70.0,-40.0
1004,72,3,2056.0,0,0,0,1,11,0,0,6,58.0,-52.0
1004,72,3,2056.0,0,0,0,1,11,0,0,7,38.0,-72.0
1004,72,3,2056.0,0,0,0,1,11,0,0,8,110.0,0.0
1004,72,3,2056.0,0,0,0,1,11,0,0,9,110.0,0.0
1004,72,3,2056.0,0,0,0,1,11,0,0,10,10.0,-100.0
1004,72,3,2056.0,0,0,0,1,11,0,0,11,9.0,-101.0
1004,120,5,1877.0,0,0,0,1,8,0,0,0,110.0,0.0
1004,120,5,1877.0,0,0,0,1,8,0,0,1,9.0,-101.0
1004,120,5,1877.0,0,0,0,1,8,0,0,2,7.0,-103.0
1004,120,5,1877.0,0,0,0,1,8,0,0,3,4.0,-106.0
1004,120,5,1877.0,0,0,0,1,8,0,0,4,30.0,-80.0
1004,120,5,1877.0,0,0,0,1,8,0,0,5,70.0,-40.0
1004,120,5,1877.0,0,0,0,1,8,0,0,6,70.0,-40.0
