seed,step,day,hour,money,unlocked_quads,num_hands,num_plants,num_cows,shed_straw,shed_milk,shed_wheat,p_straw,p_milk,p_melon,opp_money,opp_quads,final_baseline_reward,is_stall,rescue_wheat_reward,rescue_hire1_reward,rescue_hire2_reward
1004,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,54105.00,0,54074.00,54156.00,54144.00
1004,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,54105.00,0,54045.00,43727.00,52255.00
1004,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,54105.00,0,53891.00,55479.00,59862.00
1004,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,54105.00,0,53914.00,31349.00,67894.00
1004,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,54105.00,0,54143.00,39966.00,53197.00
1004,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,54105.00,0,53922.00,34191.00,42178.00
1004,168,7,0,1654.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1654.00,1,54105.00,0,53964.00,57326.00,55609.00
1005,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,85223.00,0,84390.00,60017.00,84874.00
1005,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,85223.00,0,85132.00,84375.00,85395.00
1005,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,85223.00,0,85040.00,47119.00,48030.00
1005,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,85223.00,0,85226.00,42936.00,43032.00
1005,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,85223.00,0,85129.00,40491.00,38344.00
1005,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,85223.00,0,85171.00,78243.00,100415.00
1005,144,6,0,652.00,1,0,18,3,0,0,15,161.00,181.00,267.00,652.00,1,85223.00,0,85249.00,55566.00,84322.00
1005,168,7,0,1655.00,1,0,18,3,0,0,19,167.00,191.00,268.00,1655.00,1,85223.00,0,85027.00,73623.00,81202.00
1006,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,70427.00,0,82475.00,44841.00,82636.00
1006,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,70427.00,0,70407.00,70426.00,70426.00
1006,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,70427.00,0,69565.00,74899.00,65260.00
1006,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,70427.00,0,69563.00,77080.00,62945.00
1006,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,70427.00,0,69567.00,21411.00,27359.00
1006,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,70427.00,0,69567.00,92802.00,93053.00
1006,144,6,0,652.00,1,0,18,4,0,0,15,161.00,181.00,267.00,652.00,1,70427.00,0,69163.00,75237.00,62884.00
1006,168,7,0,1563.00,1,0,18,4,0,0,19,167.00,191.00,268.00,1655.00,1,70427.00,0,69473.00,74953.00,74951.00
1007,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,135704.00,0,95773.00,30595.00,35217.00
1007,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,135704.00,0,135685.00,135705.00,135707.00
1007,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,135704.00,0,135666.00,96923.00,92517.00
1007,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,135704.00,0,135665.00,86070.00,86153.00
1007,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,135704.00,0,135667.00,80846.00,102889.00
1007,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,135704.00,0,135675.00,65043.00,80954.00
1007,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,135704.00,0,135654.00,92926.00,92495.00
1007,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1797.00,1,135704.00,0,135590.00,95993.00,96288.00
1008,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,117355.00,0,116914.00,37856.00,46416.00
1008,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,117355.00,0,117398.00,117365.00,117424.00
1008,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,117355.00,0,117315.00,85116.00,95566.00
1008,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,117355.00,0,117176.00,83155.00,85149.00
1008,96,4,0,788.00,1,0,19,3,0,0,11,147.00,187.00,264.00,788.00,1,117355.00,0,117236.00,108157.00,107439.00
1008,120,5,0,621.00,1,0,19,3,0,0,35,155.00,196.00,266.00,621.00,1,117355.00,0,117304.00,103729.00,96133.00
1008,144,6,0,652.00,1,0,18,4,0,0,14,161.00,203.00,267.00,652.00,1,117355.00,0,117375.00,111969.00,121219.00
1008,168,7,0,1725.00,1,0,18,4,0,0,17,167.00,208.00,268.00,1725.00,1,117355.00,0,117559.00,98128.00,98040.00
1009,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,74730.00,0,98122.00,78978.00,100443.00
1009,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,74730.00,0,74711.00,74557.00,74724.00
1009,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,74730.00,0,74688.00,111614.00,112107.00
1009,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,74730.00,0,74690.00,73542.00,73610.00
1009,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,74730.00,0,74690.00,27078.00,71479.00
1009,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,74730.00,0,74688.00,82338.00,123639.00
1009,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,74730.00,0,74509.00,80942.00,86020.00
1009,168,7,0,1655.00,1,0,18,4,0,0,17,167.00,191.00,268.00,1655.00,1,74730.00,0,74652.00,109584.00,107844.00
1010,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,84943.00,0,92625.00,37242.00,44043.00
1010,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,84943.00,0,84768.00,84950.00,84804.00
1010,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,84943.00,0,84912.00,81789.00,77849.00
1010,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,84943.00,0,84892.00,62879.00,62965.00
1010,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,84943.00,0,84910.00,52462.00,73614.00
1010,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,84943.00,0,84903.00,76784.00,77332.00
1010,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,84943.00,0,84905.00,60833.00,72958.00
1010,168,7,0,1649.00,1,0,18,4,0,0,17,171.00,208.00,268.00,1649.00,1,84943.00,0,84711.00,85877.00,85830.00
1011,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,119244.00,0,79786.00,52543.00,85229.00
1011,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,119244.00,0,120442.00,120381.00,120586.00
1011,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,119244.00,0,120588.00,122482.00,122807.00
1011,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,119244.00,0,120319.00,107245.00,107443.00
1011,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,119244.00,0,120398.00,46715.00,97452.00
1011,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,119244.00,0,121265.00,101891.00,117516.00
1011,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,119244.00,0,120524.00,118965.00,92270.00
1011,168,7,0,1649.00,1,0,18,4,0,0,17,171.00,208.00,268.00,1649.00,1,119244.00,0,121241.00,115414.00,115341.00
1012,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,77022.00,0,62984.00,64056.00,23896.00
1012,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,77022.00,0,77082.00,77093.00,77094.00
1012,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,77022.00,0,77060.00,62375.00,62820.00
1012,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,77022.00,0,77069.00,92019.00,91972.00
1012,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,77022.00,0,76878.00,38940.00,92425.00
1012,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,77022.00,0,77104.00,56906.00,87021.00
1012,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,77022.00,0,76990.00,101268.00,90020.00
1012,168,7,0,1649.00,1,0,18,4,0,0,17,167.00,208.00,268.00,1649.00,1,77022.00,0,77045.00,101898.00,102276.00
1013,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,92906.00,0,98942.00,61029.00,81193.00
1013,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,92906.00,0,92918.00,92903.00,92906.00
1013,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,92906.00,0,92993.00,69569.00,69829.00
1013,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,92906.00,0,92893.00,66061.00,66224.00
1013,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,92906.00,0,92870.00,45255.00,79423.00
1013,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,92906.00,0,92879.00,99470.00,76817.00
1013,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,92906.00,0,92864.00,82276.00,88807.00
1013,168,7,0,1649.00,1,0,18,4,0,0,17,171.00,208.00,268.00,1557.00,1,92906.00,0,92893.00,70395.00,70470.00
1014,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,51654.00,0,70025.00,33961.00,68857.00
1014,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,51654.00,0,52108.00,51495.00,51590.00
1014,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,51654.00,0,51579.00,78194.00,75769.00
1014,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,51654.00,0,51555.00,72992.00,76832.00
1014,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,51654.00,0,51539.00,9801.00,75073.00
1014,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,51654.00,0,51443.00,47703.00,76558.00
1014,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,51654.00,0,51620.00,71430.00,37654.00
1014,168,7,0,1655.00,1,0,18,4,0,0,17,167.00,183.00,268.00,1655.00,1,51654.00,0,51590.00,54984.00,67122.00
1015,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,76661.00,0,57480.00,47470.00,98679.00
1015,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,76661.00,0,76244.00,76592.00,76650.00
1015,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,76661.00,0,76404.00,95561.00,99037.00
1015,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,76661.00,0,76209.00,86006.00,62547.00
1015,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,76661.00,0,76313.00,75876.00,99452.00
1015,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,76661.00,0,76306.00,55200.00,58992.00
1015,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,76661.00,0,76396.00,90956.00,90655.00
1015,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,183.00,268.00,1797.00,1,76661.00,0,76306.00,93412.00,70303.00
1016,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,104421.00,0,102901.00,51235.00,71831.00
1016,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,104421.00,0,104412.00,104431.00,104490.00
1016,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,104421.00,0,104380.00,83476.00,81748.00
1016,72,3,0,216.00,1,0,18,3,0,0,12,135.00,175.00,262.00,216.00,1,104421.00,0,104383.00,96386.00,82313.00
1016,96,4,0,788.00,1,0,18,3,0,0,11,147.00,177.00,264.00,788.00,1,104421.00,0,104441.00,39593.00,68306.00
1016,120,5,0,621.00,1,0,18,3,0,0,35,155.00,179.00,266.00,621.00,1,104421.00,0,104390.00,91117.00,82191.00
1016,144,6,0,652.00,1,0,17,4,0,0,14,161.00,181.00,267.00,652.00,1,104421.00,0,104391.00,110071.00,103727.00
1016,168,7,0,1654.00,1,0,17,4,0,0,17,171.00,191.00,268.00,1654.00,1,104421.00,0,105373.00,102576.00,102645.00
1017,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,65603.00,0,68930.00,113286.00,65564.00
1017,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,65603.00,0,65574.00,65124.00,65698.00
1017,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,65603.00,0,65565.00,65789.00,91269.00
1017,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,65603.00,0,65563.00,67850.00,67962.00
1017,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,65603.00,0,65688.00,96415.00,67061.00
1017,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,65603.00,0,65059.00,56456.00,66662.00
1017,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,65603.00,0,65566.00,64805.00,64716.00
1017,168,7,0,1797.00,1,0,18,4,0,0,17,142.00,191.00,268.00,1797.00,1,65603.00,0,65453.00,64617.00,64652.00
1018,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,74812.00,0,74771.00,19533.00,37505.00
1018,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,74812.00,0,74766.00,74867.00,74786.00
1018,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,74812.00,0,74433.00,69299.00,62949.00
1018,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,74812.00,0,74545.00,66681.00,66620.00
1018,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,74812.00,0,74745.00,34658.00,71212.00
1018,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,74812.00,0,74746.00,80416.00,66969.00
1018,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,74812.00,0,74637.00,69291.00,74561.00
1018,168,7,0,1652.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1652.00,1,74812.00,0,74638.00,80207.00,80252.00
1019,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,35745.00,1,94337.00,42046.00,50227.00
1019,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,35745.00,1,35726.00,35745.00,35717.00
1019,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,35745.00,1,35922.00,74783.00,84152.00
1019,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,35745.00,1,35733.00,84020.00,69032.00
1019,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,35745.00,1,35614.00,38921.00,42411.00
1019,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,35745.00,1,35445.00,37842.00,83971.00
1019,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,35745.00,1,35565.00,61006.00,57056.00
1019,168,7,0,1649.00,1,0,18,4,0,0,17,142.00,191.00,268.00,1649.00,1,35745.00,1,35701.00,69886.00,70770.00
1020,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,65241.00,0,83270.00,27343.00,35692.00
1020,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,65241.00,0,65222.00,65241.00,65251.00
1020,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,65241.00,0,65357.00,56697.00,82264.00
1020,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,65241.00,0,65201.00,60919.00,71317.00
1020,96,4,0,788.00,1,0,19,3,0,0,11,137.00,177.00,264.00,788.00,1,65241.00,0,65402.00,45418.00,58957.00
1020,120,5,0,621.00,1,0,19,3,0,0,35,139.00,179.00,266.00,621.00,1,65241.00,0,65081.00,31995.00,84687.00
1020,144,6,0,652.00,1,0,18,4,0,0,14,141.00,181.00,267.00,652.00,1,65241.00,0,65254.00,76653.00,76497.00
1020,168,7,0,1654.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1654.00,1,65241.00,0,65567.00,77162.00,77746.00
1021,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,79471.00,0,115377.00,27175.00,42038.00
1021,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,79471.00,0,45946.00,79471.00,79471.00
1021,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,79471.00,0,79427.00,65930.00,67955.00
1021,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,79471.00,0,78346.00,62390.00,56916.00
1021,96,4,0,788.00,1,0,19,3,0,0,11,147.00,177.00,264.00,788.00,1,79471.00,0,79429.00,6493.00,74124.00
1021,120,5,0,621.00,1,0,19,3,0,0,35,155.00,179.00,266.00,621.00,1,79471.00,0,79412.00,86447.00,67715.00
1021,144,6,0,652.00,1,0,18,4,0,0,14,161.00,181.00,267.00,652.00,1,79471.00,0,79183.00,74978.00,45944.00
1021,168,7,0,1655.00,1,0,18,4,0,0,17,171.00,183.00,268.00,1655.00,1,79471.00,0,79513.00,79247.00,91281.00
1022,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,122684.00,0,86843.00,62941.00,87613.00
1022,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,122684.00,0,122621.00,122635.00,122682.00
1022,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,122684.00,0,122203.00,122894.00,125981.00
1022,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,122684.00,0,122642.00,114403.00,117388.00
1022,96,4,0,787.00,1,0,19,3,0,0,11,147.00,187.00,264.00,787.00,1,122684.00,0,122652.00,101693.00,104512.00
1022,120,5,0,620.00,1,0,19,3,0,0,35,155.00,196.00,266.00,620.00,1,122684.00,0,122656.00,99711.00,123284.00
1022,144,6,0,635.00,1,0,18,4,0,0,14,161.00,203.00,267.00,635.00,1,122684.00,0,122671.00,103810.00,104092.00
1022,168,7,0,1723.00,1,0,18,4,0,0,17,167.00,208.00,268.00,1723.00,1,122684.00,0,122640.00,125280.00,125343.00
1023,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,108911.00,0,32761.00,45055.00,55767.00
1023,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,108911.00,0,108948.00,109375.00,109124.00
1023,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,108911.00,0,108906.00,73941.00,80849.00
1023,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,108911.00,0,108892.00,75149.00,75238.00
1023,96,4,0,787.00,1,0,19,3,0,0,11,137.00,177.00,264.00,787.00,1,108911.00,0,108895.00,112318.00,73721.00
1023,120,5,0,620.00,1,0,19,3,0,0,35,139.00,179.00,266.00,620.00,1,108911.00,0,109114.00,65717.00,69604.00
1023,144,6,0,635.00,1,0,18,4,0,0,14,141.00,181.00,267.00,635.00,1,108911.00,0,108937.00,109104.00,108441.00
1023,168,7,0,1797.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1797.00,1,108911.00,0,108439.00,72027.00,72331.00
1024,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,63332.00,0,43799.00,13376.00,42050.00
1024,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,63332.00,0,63247.00,63314.00,63319.00
1024,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,63332.00,0,63281.00,86642.00,110740.00
1024,72,3,0,216.00,1,0,19,3,0,0,12,135.00,175.00,262.00,216.00,1,63332.00,0,63283.00,73052.00,79341.00
1024,96,4,0,788.00,1,0,19,3,0,0,11,137.00,177.00,264.00,788.00,1,63332.00,0,63283.00,38947.00,68232.00
1024,120,5,0,621.00,1,0,19,3,0,0,35,139.00,179.00,266.00,621.00,1,63332.00,0,63406.00,39887.00,30734.00
1024,144,6,0,652.00,1,0,18,4,0,0,14,141.00,181.00,267.00,652.00,1,63332.00,0,62971.00,67886.00,68628.00
1024,168,7,0,1655.00,1,0,18,4,0,0,17,150.00,191.00,268.00,1655.00,1,63332.00,0,63277.00,86379.00,86065.00
1025,0,0,0,3000.00,1,0,0,0,0,0,0,120.00,160.00,250.00,3000.00,1,51016.00,0,64677.00,27739.00,50786.00
1025,24,1,0,47.00,1,0,17,3,0,0,16,128.00,169.00,256.00,47.00,1,51016.00,0,59707.00,50679.00,50898.00
1025,48,2,0,140.00,1,0,18,3,0,0,15,132.00,172.00,260.00,140.00,1,51016.00,0,59828.00,61823.00,84787.00
