seed,opp_type,t0_cash,t0_p_milk,t0_p_straw,t0_shed_wheat,t0_shed_milk,t0_cows,t0_sheep,t0_hands,t0_quads,t0_unwatered,t0_opp_cash,t0_opp_straws,t1_cash,t1_p_milk,t1_p_straw,t1_shed_wheat,t1_shed_milk,t1_cows,t1_sheep,t1_hands,t1_quads,t1_unwatered,t1_opp_cash,t1_opp_straws,t2_cash,t2_p_milk,t2_p_straw,t2_shed_wheat,t2_shed_milk,t2_cows,t2_sheep,t2_hands,t2_quads,t2_unwatered,t2_opp_cash,t2_opp_straws,t3_cash,t3_p_milk,t3_p_straw,t3_shed_wheat,t3_shed_milk,t3_cows,t3_sheep,t3_hands,t3_quads,t3_unwatered,t3_opp_cash,t3_opp_straws,t4_cash,t4_p_milk,t4_p_straw,t4_shed_wheat,t4_shed_milk,t4_cows,t4_sheep,t4_hands,t4_quads,t4_unwatered,t4_opp_cash,t4_opp_straws,score_a0,score_a1,score_a2,score_a3,score_a4,score_a5,best_a,gain_vs_a0
120002,2,802.0,198.0,157.0,1,0,5,2,8,2,1,811.0,6,833.0,199.0,158.0,5,0,5,2,0,2,6,811.0,6,1062.0,201.0,159.0,4,0,5,2,3,2,6,1040.0,6,658.0,201.0,159.0,10,0,5,2,6,2,6,636.0,6,558.0,201.0,159.0,7,0,5,2,9,2,6,536.0,6,56754.0,80913.0,88742.0,56754.0,77894.0,56754.0,2,31988.0
120002,3,802.0,198.0,157.0,1,0,5,2,8,2,1,811.0,6,833.0,199.0,158.0,5,0,5,2,0,2,6,811.0,6,1062.0,201.0,159.0,4,0,5,2,3,2,6,1040.0,6,658.0,201.0,159.0,10,0,5,2,6,2,6,636.0,6,558.0,201.0,159.0,7,0,5,2,9,2,6,536.0,6,55723.0,80913.0,51255.0,55723.0,61218.0,55723.0,1,25190.0
120003,0,824.0,185.0,171.0,1,0,5,2,8,2,1,824.0,6,857.0,185.0,172.0,5,0,5,2,0,2,6,857.0,6,1084.0,186.0,173.0,4,0,5,2,3,2,6,1084.0,6,668.0,186.0,173.0,10,0,5,2,6,2,6,668.0,6,566.0,186.0,173.0,7,0,5,2,9,2,6,566.0,6,63084.0,107733.0,60679.0,63084.0,63084.0,63084.0,1,44649.0
120003,1,824.0,185.0,171.0,1,0,5,2,8,2,1,824.0,6,857.0,185.0,172.0,5,0,5,2,0,2,6,857.0,6,1084.0,186.0,173.0,4,0,5,2,3,2,6,1084.0,6,668.0,186.0,173.0,10,0,5,2,6,2,6,668.0,6,566.0,186.0,173.0,7,0,5,2,9,2,6,566.0,6,63182.0,109333.0,60740.0,63182.0,63182.0,63182.0,1,46151.0
120003,2,812.0,185.0,171.0,1,0,5,2,8,2,1,824.0,6,845.0,185.0,172.0,5,0,5,2,0,2,6,824.0,6,1072.0,186.0,173.0,4,0,5,2,3,2,6,1051.0,6,656.0,186.0,173.0,10,0,5,2,6,2,6,635.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,533.0,6,63526.0,127069.0,72068.0,63526.0,63526.0,63526.0,1,63543.0
120003,3,812.0,185.0,171.0,1,0,5,2,8,2,1,824.0,6,845.0,185.0,172.0,5,0,5,2,0,2,6,824.0,6,1072.0,186.0,173.0,4,0,5,2,3,2,6,1051.0,6,656.0,186.0,173.0,10,0,5,2,6,2,6,635.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,533.0,6,63526.0,110110.0,72068.0,63526.0,63526.0,63526.0,1,46584.0
120004,0,715.0,185.0,171.0,3,0,5,1,8,2,1,896.0,6,814.0,185.0,172.0,6,0,5,1,0,2,6,929.0,6,1042.0,186.0,173.0,5,0,5,1,3,2,6,1157.0,6,627.0,186.0,173.0,11,0,5,1,6,2,6,742.0,6,525.0,186.0,173.0,8,0,5,1,9,2,6,640.0,6,57837.0,61955.0,85037.0,57837.0,57837.0,57837.0,2,27200.0
120004,1,715.0,185.0,171.0,3,0,5,1,8,2,1,896.0,6,814.0,185.0,172.0,6,0,5,1,0,2,6,929.0,6,1042.0,186.0,173.0,5,0,5,1,3,2,6,1157.0,6,627.0,186.0,173.0,11,0,5,1,6,2,6,742.0,6,525.0,186.0,173.0,8,0,5,1,9,2,6,640.0,6,57940.0,62773.0,85449.0,57940.0,57940.0,57940.0,2,27509.0
120004,2,703.0,185.0,171.0,3,0,5,1,8,2,1,896.0,6,802.0,185.0,172.0,6,0,5,1,0,2,6,896.0,6,1030.0,186.0,173.0,5,0,5,1,3,2,6,1124.0,6,615.0,186.0,173.0,11,0,5,1,6,2,6,709.0,6,513.0,186.0,173.0,8,0,5,1,9,2,6,607.0,6,57746.0,61335.0,85957.0,57746.0,57746.0,57746.0,2,28211.0
120004,3,703.0,185.0,171.0,3,0,5,1,8,2,1,896.0,6,802.0,185.0,172.0,6,0,5,1,0,2,6,896.0,6,1030.0,186.0,173.0,5,0,5,1,3,2,6,1124.0,6,615.0,186.0,173.0,11,0,5,1,6,2,6,709.0,6,513.0,186.0,173.0,8,0,5,1,9,2,6,607.0,6,57746.0,61335.0,85957.0,57746.0,57746.0,57746.0,2,28211.0
120005,0,826.0,213.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,173.0,7,0,5,2,9,2,6,564.0,6,87178.0,104914.0,97009.0,87178.0,86680.0,87178.0,1,17736.0
120005,1,826.0,213.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,173.0,7,0,5,2,9,2,6,564.0,6,87915.0,106851.0,98318.0,87915.0,87417.0,87915.0,1,18936.0
120005,2,818.0,213.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,173.0,7,0,5,2,9,2,6,525.0,6,87037.0,89441.0,78733.0,87037.0,86537.0,87037.0,1,2404.0
120005,3,818.0,213.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,173.0,7,0,5,2,9,2,6,525.0,6,88483.0,107537.0,98599.0,88483.0,87985.0,88483.0,1,19054.0
120006,0,962.0,198.0,157.0,1,0,5,2,8,2,1,962.0,6,994.0,199.0,158.0,5,0,5,2,0,2,6,994.0,6,1222.0,201.0,159.0,4,0,5,2,3,2,6,1222.0,6,813.0,201.0,159.0,10,0,5,2,6,2,6,813.0,6,712.0,201.0,159.0,7,0,5,2,9,2,6,712.0,6,100286.0,121335.0,121950.0,100286.0,100107.0,100286.0,2,21664.0
120006,1,962.0,198.0,157.0,1,0,5,2,8,2,1,962.0,6,994.0,199.0,158.0,5,0,5,2,0,2,6,994.0,6,1222.0,201.0,159.0,4,0,5,2,3,2,6,1222.0,6,813.0,201.0,159.0,10,0,5,2,6,2,6,813.0,6,712.0,201.0,159.0,7,0,5,2,9,2,6,712.0,6,100742.0,123505.0,123469.0,100742.0,100974.0,100742.0,1,22763.0
120006,2,951.0,198.0,157.0,1,0,5,2,8,2,1,963.0,6,983.0,199.0,158.0,5,0,5,2,0,2,6,963.0,6,1211.0,201.0,159.0,4,0,5,2,3,2,6,1191.0,6,802.0,201.0,159.0,10,0,5,2,6,2,6,782.0,6,701.0,201.0,159.0,7,0,5,2,9,2,6,681.0,6,96551.0,128974.0,121362.0,96551.0,103001.0,96551.0,1,32423.0
120006,3,951.0,198.0,157.0,1,0,5,2,8,2,1,963.0,6,983.0,199.0,158.0,5,0,5,2,0,2,6,963.0,6,1211.0,201.0,159.0,4,0,5,2,3,2,6,1191.0,6,802.0,201.0,159.0,10,0,5,2,6,2,6,782.0,6,701.0,201.0,159.0,7,0,5,2,9,2,6,681.0,6,100981.0,123966.0,124203.0,100981.0,101696.0,100981.0,2,23222.0
120007,0,814.0,198.0,144.0,1,0,5,2,8,2,1,814.0,6,846.0,199.0,144.0,5,0,5,2,0,2,6,846.0,6,1074.0,201.0,145.0,4,0,5,2,3,2,6,1074.0,6,665.0,201.0,145.0,10,0,5,2,6,2,6,665.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,43751.0,54448.0,45009.0,43751.0,65459.0,43751.0,4,21708.0
120007,1,814.0,198.0,144.0,1,0,5,2,8,2,1,814.0,6,846.0,199.0,144.0,5,0,5,2,0,2,6,846.0,6,1074.0,201.0,145.0,4,0,5,2,3,2,6,1074.0,6,665.0,201.0,145.0,10,0,5,2,6,2,6,665.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,45280.0,55886.0,45243.0,45280.0,67356.0,45280.0,4,22076.0
120007,2,803.0,198.0,144.0,1,0,5,2,8,2,1,815.0,6,835.0,199.0,144.0,5,0,5,2,0,2,6,815.0,6,1063.0,201.0,145.0,4,0,5,2,3,2,6,1043.0,6,654.0,201.0,145.0,10,0,5,2,6,2,6,634.0,6,553.0,201.0,145.0,7,0,5,2,9,2,6,533.0,6,45284.0,56078.0,69569.0,45284.0,67513.0,45284.0,2,24285.0
120007,3,803.0,198.0,144.0,1,0,5,2,8,2,1,815.0,6,835.0,199.0,144.0,5,0,5,2,0,2,6,815.0,6,1063.0,201.0,145.0,4,0,5,2,3,2,6,1043.0,6,654.0,201.0,145.0,10,0,5,2,6,2,6,634.0,6,553.0,201.0,145.0,7,0,5,2,9,2,6,533.0,6,45284.0,56078.0,69569.0,45284.0,67513.0,45284.0,2,24285.0
120008,0,826.0,213.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,145.0,7,0,5,2,9,2,6,564.0,6,66458.0,103739.0,66638.0,66458.0,65957.0,66458.0,1,37281.0
120008,1,826.0,213.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,214.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,215.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,215.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,215.0,145.0,7,0,5,2,9,2,6,564.0,6,67473.0,104861.0,67018.0,67473.0,66972.0,67473.0,1,37388.0
120008,2,818.0,213.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,145.0,7,0,5,2,9,2,6,525.0,6,78547.0,109781.0,67835.0,78547.0,78050.0,78547.0,1,31234.0
120008,3,818.0,213.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,214.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,215.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,215.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,215.0,145.0,7,0,5,2,9,2,6,525.0,6,67374.0,105624.0,66785.0,67374.0,66873.0,67374.0,1,38250.0
120009,0,962.0,185.0,144.0,1,0,5,2,8,2,1,962.0,6,994.0,185.0,144.0,5,0,5,2,0,2,6,994.0,6,1222.0,186.0,145.0,4,0,5,2,3,2,6,1222.0,6,813.0,186.0,145.0,10,0,5,2,6,2,6,813.0,6,712.0,186.0,145.0,7,0,5,2,9,2,6,712.0,6,53397.0,110930.0,60533.0,53397.0,53397.0,53397.0,1,57533.0
120009,1,962.0,185.0,144.0,1,0,5,2,8,2,1,962.0,6,994.0,185.0,144.0,5,0,5,2,0,2,6,994.0,6,1222.0,186.0,145.0,4,0,5,2,3,2,6,1222.0,6,813.0,186.0,145.0,10,0,5,2,6,2,6,813.0,6,712.0,186.0,145.0,7,0,5,2,9,2,6,712.0,6,53437.0,112485.0,60629.0,53437.0,53437.0,53437.0,1,59048.0
120009,2,951.0,185.0,144.0,1,0,5,2,8,2,1,963.0,6,983.0,185.0,144.0,5,0,5,2,0,2,6,963.0,6,1211.0,186.0,145.0,4,0,5,2,3,2,6,1191.0,6,802.0,186.0,145.0,10,0,5,2,6,2,6,782.0,6,701.0,186.0,145.0,7,0,5,2,9,2,6,681.0,6,52802.0,96084.0,60734.0,52802.0,52802.0,52802.0,1,43282.0
120009,3,951.0,185.0,144.0,1,0,5,2,8,2,1,963.0,6,983.0,185.0,144.0,5,0,5,2,0,2,6,963.0,6,1211.0,186.0,145.0,4,0,5,2,3,2,6,1191.0,6,802.0,186.0,145.0,10,0,5,2,6,2,6,782.0,6,701.0,186.0,145.0,7,0,5,2,9,2,6,681.0,6,52802.0,113064.0,60734.0,52802.0,52802.0,52802.0,1,60262.0
120010,0,826.0,198.0,144.0,1,0,5,2,8,2,1,647.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,747.0,6,1088.0,201.0,145.0,4,0,5,2,3,2,6,975.0,6,668.0,201.0,145.0,10,0,5,2,6,2,6,555.0,6,566.0,201.0,145.0,7,0,5,2,9,2,6,453.0,6,97827.0,99363.0,85671.0,97827.0,75257.0,97827.0,1,1536.0
120010,1,826.0,198.0,144.0,1,0,5,2,8,2,1,647.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,747.0,6,1088.0,201.0,145.0,4,0,5,2,3,2,6,975.0,6,668.0,201.0,145.0,10,0,5,2,6,2,6,555.0,6,566.0,201.0,145.0,7,0,5,2,9,2,6,453.0,6,98659.0,100783.0,86101.0,98659.0,76262.0,98659.0,1,2124.0
120010,2,818.0,198.0,144.0,1,0,5,2,8,2,1,644.0,6,850.0,199.0,144.0,5,0,5,2,0,2,6,711.0,6,1078.0,201.0,145.0,4,0,5,2,3,2,6,939.0,6,658.0,201.0,145.0,10,0,5,2,6,2,6,519.0,6,556.0,201.0,145.0,7,0,5,2,9,2,6,417.0,6,102192.0,101033.0,86373.0,102192.0,88036.0,102192.0,0,0.0
120010,3,818.0,198.0,144.0,1,0,5,2,8,2,1,644.0,6,850.0,199.0,144.0,5,0,5,2,0,2,6,711.0,6,1078.0,201.0,145.0,4,0,5,2,3,2,6,939.0,6,658.0,201.0,145.0,10,0,5,2,6,2,6,519.0,6,556.0,201.0,145.0,7,0,5,2,9,2,6,417.0,6,102192.0,101033.0,86373.0,102192.0,88036.0,102192.0,0,0.0
120011,0,826.0,185.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,173.0,7,0,5,2,9,2,6,564.0,6,46992.0,48139.0,62958.0,46992.0,46992.0,46992.0,2,15966.0
120011,1,826.0,185.0,171.0,1,0,5,2,8,2,1,826.0,6,860.0,185.0,172.0,5,0,5,2,0,2,6,860.0,6,1086.0,186.0,173.0,4,0,5,2,3,2,6,1086.0,6,666.0,186.0,173.0,10,0,5,2,6,2,6,666.0,6,564.0,186.0,173.0,7,0,5,2,9,2,6,564.0,6,47100.0,48532.0,64129.0,47100.0,47100.0,47100.0,2,17029.0
120011,2,818.0,185.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,525.0,6,47565.0,48453.0,62944.0,47565.0,47565.0,47565.0,2,15379.0
120011,3,818.0,185.0,171.0,1,0,5,2,8,2,1,823.0,6,851.0,185.0,172.0,5,0,5,2,0,2,6,822.0,6,1077.0,186.0,173.0,4,0,5,2,3,2,6,1048.0,6,657.0,186.0,173.0,10,0,5,2,6,2,6,628.0,6,554.0,186.0,173.0,7,0,5,2,9,2,6,525.0,6,47565.0,48453.0,62944.0,47565.0,47565.0,47565.0,2,15379.0
120012,0,634.0,220.0,171.0,3,0,5,1,8,2,1,815.0,6,728.0,221.0,172.0,6,0,5,1,0,2,6,847.0,6,958.0,223.0,173.0,5,0,5,1,3,2,6,1077.0,6,550.0,223.0,173.0,11,0,5,1,6,2,6,669.0,6,449.0,223.0,173.0,8,0,5,1,9,2,6,568.0,6,117743.0,82959.0,116339.0,117743.0,117207.0,117743.0,0,0.0
120012,1,634.0,220.0,171.0,3,0,5,1,8,2,1,815.0,6,728.0,221.0,172.0,6,0,5,1,0,2,6,847.0,6,958.0,223.0,173.0,5,0,5,1,3,2,6,1077.0,6,550.0,223.0,173.0,11,0,5,1,6,2,6,669.0,6,449.0,223.0,173.0,8,0,5,1,9,2,6,568.0,6,118319.0,83520.0,116867.0,118319.0,117781.0,118319.0,0,0.0
120012,2,623.0,220.0,171.0,3,0,5,1,8,2,1,816.0,6,718.0,221.0,172.0,6,0,5,1,0,2,6,816.0,6,948.0,223.0,173.0,5,0,5,1,3,2,6,1046.0,6,540.0,223.0,173.0,11,0,5,1,6,2,6,638.0,6,439.0,223.0,173.0,8,0,5,1,9,2,6,537.0,6,118501.0,83811.0,84833.0,118501.0,117957.0,118501.0,0,0.0
120012,3,623.0,220.0,171.0,3,0,5,1,8,2,1,816.0,6,718.0,221.0,172.0,6,0,5,1,0,2,6,816.0,6,948.0,223.0,173.0,5,0,5,1,3,2,6,1046.0,6,540.0,223.0,173.0,11,0,5,1,6,2,6,638.0,6,439.0,223.0,173.0,8,0,5,1,9,2,6,537.0,6,118445.0,83811.0,101707.0,118445.0,117904.0,118445.0,0,0.0
120013,0,826.0,198.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,181.0,7,0,5,2,9,2,6,564.0,6,104587.0,90769.0,82719.0,104587.0,111517.0,104587.0,4,6930.0
120013,1,826.0,198.0,178.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,179.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,181.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,181.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,181.0,7,0,5,2,9,2,6,564.0,6,106633.0,91255.0,85129.0,106633.0,112484.0,106633.0,4,5851.0
120013,2,818.0,198.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,181.0,7,0,5,2,9,2,6,525.0,6,106957.0,74896.0,85834.0,106957.0,101450.0,106957.0,0,0.0
120013,3,818.0,198.0,178.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,179.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,181.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,181.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,181.0,7,0,5,2,9,2,6,525.0,6,106957.0,91418.0,85834.0,106957.0,101450.0,106957.0,0,0.0
120014,0,826.0,198.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,79900.0,88758.0,77856.0,79900.0,59354.0,79900.0,1,8858.0
120014,1,826.0,198.0,144.0,1,0,5,2,8,2,1,826.0,6,860.0,199.0,144.0,5,0,5,2,0,2,6,860.0,6,1086.0,201.0,145.0,4,0,5,2,3,2,6,1086.0,6,666.0,201.0,145.0,10,0,5,2,6,2,6,666.0,6,564.0,201.0,145.0,7,0,5,2,9,2,6,564.0,6,81736.0,90666.0,79084.0,81736.0,59626.0,81736.0,1,8930.0
120014,2,818.0,198.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,145.0,7,0,5,2,9,2,6,525.0,6,81554.0,91666.0,79066.0,81554.0,56312.0,81554.0,1,10112.0
120014,3,818.0,198.0,144.0,1,0,5,2,8,2,1,823.0,6,851.0,199.0,144.0,5,0,5,2,0,2,6,822.0,6,1077.0,201.0,145.0,4,0,5,2,3,2,6,1048.0,6,657.0,201.0,145.0,10,0,5,2,6,2,6,628.0,6,554.0,201.0,145.0,7,0,5,2,9,2,6,525.0,6,81554.0,90708.0,79066.0,81554.0,56312.0,81554.0,1,9154.0
120015,0,811.0,220.0,178.0,1,0,5,2,8,2,1,811.0,6,842.0,221.0,179.0,5,0,5,2,0,2,6,842.0,6,1071.0,223.0,181.0,4,0,5,2,3,2,6,1071.0,6,668.0,223.0,181.0,10,0,5,2,6,2,6,668.0,6,568.0,223.0,181.0,7,0,5,2,9,2,6,568.0,6,119898.0,48590.0,102802.0,119898.0,119353.0,119898.0,0,0.0
120015,1,811.0,220.0,178.0,1,0,5,2,8,2,1,811.0,6,842.0,221.0,179.0,5,0,5,2,0,2,6,842.0,6,1071.0,223.0,181.0,4,0,5,2,3,2,6,1071.0,6,668.0,223.0,181.0,10,0,5,2,6,2,6,668.0,6,568.0,223.0,181.0,7,0,5,2,9,2,6,568.0,6,121355.0,48843.0,104511.0,121360.0,120815.0,121355.0,0,0.0
120015,2,802.0,220.0,178.0,1,0,5,2,8,2,1,811.0,6,833.0,221.0,179.0,5,0,5,2,0,2,6,811.0,6,1062.0,223.0,181.0,4,0,5,2,3,2,6,1040.0,6,658.0,223.0,181.0,10,0,5,2,6,2,6,636.0,6,558.0,223.0,181.0,7,0,5,2,9,2,6,536.0,6,121941.0,49311.0,105048.0,121941.0,121401.0,121941.0,0,0.0
